text,categories,word_type,frame_fit,number,bnc_pos,wordnet_pos,noun_supersense,n_words
pureness,sanctity.virtue,noun,True,singular,,n,noun.state,1
wholesomeness,sanctity.virtue,noun,True,singular,,n,noun.attribute,1
holiness,sanctity.virtue,noun,True,singular,,n,noun.attribute,1
dignity,sanctity.virtue,noun,True,singular,NoC:26,n,noun.attribute,1
godly,sanctity.virtue,adjective,False,,,a,,1
piety,sanctity.virtue,noun,True,singular,,n,noun.attribute,1
sanctify,sanctity.virtue,verb,False,,,v,,1
chastity,sanctity.virtue,noun,True,singular,,n,noun.act,1
undefiled,sanctity.virtue,adjective,False,,,a,,1
holy,sanctity.virtue,adjective,False,,Adj:60,a|n,noun.location,1
sacrosanct,sanctity.virtue,adjective,False,,,a,,1
pious,sanctity.virtue,adjective,False,,,a,,1
righteousness,sanctity.virtue,noun,True,singular,,n,noun.attribute,1
dignities,sanctity.virtue,noun,True,plural,NoC:0,n,noun.attribute,1
sanctified,sanctity.virtue,verb,False,,,a|v,,1
godliness,sanctity.virtue,noun,True,singular,,n,noun.attribute,1
spirituality,sanctity.virtue,noun,True,singular,,n,noun.possession,1
chaste,sanctity.virtue,adjective,False,,,a,,1
sanctifies,sanctity.virtue,verb,False,,,v,,1
righteous,sanctity.virtue,adjective,False,,,a,,1
divine,sanctity.virtue,adjective,False,,Adj:26,a|n|v,noun.person,1
religious,sanctity.virtue,adjective,False,,Adj:66,a|n,noun.person,1
biblical,sanctity.virtue,adjective,False,,,a,,1
spiritual,sanctity.virtue,adjective,False,,Adj:23,a|n,noun.communication,1
deity,sanctity.virtue,noun,False,singular,,n,noun.person,1
sanctifying,sanctity.virtue,gerund,True,singular,,v,,1
modesty,sanctity.virtue,noun,True,singular,,n,noun.attribute,1
decency,sanctity.virtue,noun,True,singular,,n,noun.attribute,1
scriptures,sanctity.virtue,noun,True,plural,,n,noun.communication,1
religion,sanctity.virtue,noun,True,singular,NoC:95,n,noun.cognition,1
hallow,sanctity.virtue,verb,False,,,v,,1
soul,sanctity.virtue,noun,False,singular,NoC:68,n,noun.person,1
hallowed,sanctity.virtue,adjective,False,,,a|v,,1
deism,sanctity.virtue,noun,True,singular,,n,noun.cognition,1
pristine,sanctity.virtue,adjective,False,,,a,,1
exalted,sanctity.virtue,verb,False,,,a|v,,1
hallowing,sanctity.virtue,gerund,True,singular,,v,,1
eternal,sanctity.virtue,adjective,False,,,a,,1
holy cross,sanctity.virtue,noun_phrase,False,singular,,,,2
deities,sanctity.virtue,noun,True,plural,,n,noun.person,1
faith,sanctity.virtue,noun,True,singular,NoC:106,n,noun.cognition,1
unadulterated,sanctity.virtue,adjective,False,,,a,,1
scripture,sanctity.virtue,noun,True,singular,,n,noun.communication,1
wholesomely,sanctity.virtue,adverb,False,,,r,,1
divinities,sanctity.virtue,noun,True,plural,,n,noun.person,1
virgin,sanctity.virtue,noun,False,singular,NoC:31,a|n,noun.person,1
god,sanctity.virtue,noun,False,singular,NoC:85,n,noun.person,1
catholicism,sanctity.virtue,noun,True,singular,,n,noun.cognition,1
saintly,sanctity.virtue,adjective,False,,,a,,1
saintliness,sanctity.virtue,noun,True,singular,,n,noun.attribute,1
goddess,sanctity.virtue,noun,False,singular,,n,noun.person,1
religiosity,sanctity.virtue,noun,True,singular,,n,noun.attribute,1
purify,sanctity.virtue,verb,False,,,v,,1
koranic,sanctity.virtue,adjective,False,,,a,,1
pure,sanctity.virtue,adjective,False,,Adj:70,a,,1
holy crosses,sanctity.virtue,noun_phrase,True,plural,,,,2
exalt,sanctity.virtue,verb,False,,,v,,1
virginity,sanctity.virtue,noun,True,singular,,n,noun.state,1
divinity,sanctity.virtue,noun,False,singular,,n,noun.person,1
consecrates,sanctity.virtue,verb,False,,,v,,1
heaven,sanctity.virtue,noun,False,singular,NoC:55,n,noun.location,1
virginal,sanctity.virtue,noun,False,singular,,a|n,noun.artifact,1
devout,sanctity.virtue,adjective,False,,,a,,1
dignified,sanctity.virtue,adjective,False,,,a|v,,1
tabernacle,sanctity.virtue,noun,False,singular,,n,noun.artifact,1
exalts,sanctity.virtue,verb,False,,,v,,1
buddhas,sanctity.virtue,noun,True,plural,,n,noun.person,1
souls,sanctity.virtue,noun,True,plural,NoC:8,n,noun.person,1
temple,sanctity.virtue,noun,False,singular,NoC:35,n,noun.artifact,1
unsullied,sanctity.virtue,adjective,False,,,a,,1
heavenly,sanctity.virtue,adjective,False,,,a,,1
cleanliness,sanctity.virtue,noun,True,singular,,n,noun.state,1
abstinance,sanctity.virtue,noun,True,singular,,,,1
spotlessness,sanctity.virtue,noun,True,singular,,n,noun.state,1
talmudic,sanctity.virtue,adjective,False,,,,,1
deists,sanctity.virtue,noun,True,plural,,n,noun.person,1
gospels,sanctity.virtue,noun,True,plural,NoC:3,n,noun.communication,1
prophets,sanctity.virtue,noun,True,plural,,n,noun.communication,1
religions,sanctity.virtue,noun,True,plural,NoC:7,n,noun.cognition,1
temples,sanctity.virtue,noun,True,plural,NoC:6,n,noun.artifact,1
buddhist,sanctity.virtue,noun,False,singular,,a|n,noun.person,1
goddesses,sanctity.virtue,noun,True,plural,,n,noun.person,1
saints,sanctity.virtue,noun,True,plural,NoC:10,n|v,noun.person,1
temperance,sanctity.virtue,noun,True,singular,,n,noun.attribute,1
celibacy,sanctity.virtue,noun,True,singular,,n,noun.state,1
consecrated,sanctity.virtue,verb,False,,,a|v,,1
priestly,sanctity.virtue,adjective,False,,,a,,1
bless,sanctity.virtue,verb,False,,Verb:17,v,,1
marriage,sanctity.virtue,noun,True,singular,NoC:166,n,noun.state,1
prophet,sanctity.virtue,noun,False,singular,,n,noun.person,1
exalting,sanctity.virtue,gerund,True,singular,,a|v,,1
unchaste,sanctity.virtue,adjective,False,,,a,,1
supernatural,sanctity.virtue,noun,False,singular,,a|n,noun.person,1
eternally,sanctity.virtue,adverb,False,,,r,,1
purification,sanctity.virtue,noun,True,singular,,n,noun.act,1
apostles,sanctity.virtue,noun,True,plural,,n,noun.person,1
monastic,sanctity.virtue,noun,False,singular,,a|n,noun.person,1
purified,sanctity.virtue,verb,False,,,v,,1
gods,sanctity.virtue,noun,True,plural,NoC:14,n,noun.person,1
celibate,sanctity.virtue,noun,False,singular,,a|n,noun.person,1
christians,sanctity.virtue,noun,True,plural,,n,noun.person,1
theological,sanctity.virtue,adjective,False,,,a,,1
monasticism,sanctity.virtue,noun,True,singular,,n,noun.attribute,1
unspoiled,sanctity.virtue,adjective,False,,,a,,1
sterility,sanctity.virtue,noun,True,singular,,n,noun.state,1
christian,sanctity.virtue,noun,False,singular,,a|n,noun.person,1
buddha,sanctity.virtue,noun,False,singular,,n,noun.person,1
deist,sanctity.virtue,noun,False,singular,,a|n,noun.person,1
prophetic,sanctity.virtue,adjective,False,,,a,,1
saint,sanctity.virtue,noun,False,singular,NoC:22,n|v,noun.person,1
righteously,sanctity.virtue,adverb,False,,,r,,1
apostle,sanctity.virtue,noun,False,singular,,n,noun.person,1
prayer,sanctity.virtue,noun,True,singular,NoC:52,n,noun.act,1
faiths,sanctity.virtue,noun,True,plural,NoC:1,n,noun.cognition,1
shrine,sanctity.virtue,noun,False,singular,,n|v,noun.artifact,1
purifying,sanctity.virtue,gerund,True,singular,,a|v,,1
virgins,sanctity.virtue,noun,True,plural,NoC:1,n,noun.person,1
glorious,sanctity.virtue,adjective,False,,Adj:11,a,,1
dignifies,sanctity.virtue,verb,False,,,v,,1
atonement,sanctity.virtue,noun,True,singular,,n,noun.possession,1
deification,sanctity.virtue,noun,True,singular,,n,noun.state,1
orthodoxy,sanctity.virtue,noun,True,singular,,n,noun.attribute,1
hallows,sanctity.virtue,verb,False,,,v,,1
enshrining,sanctity.virtue,gerund,True,singular,,v,,1
nunneries,sanctity.virtue,noun,True,plural,,n,noun.artifact,1
church,sanctity.virtue,noun,False,singular,NoC:441,n|v,noun.group,1
religiously,sanctity.virtue,adverb,False,,,r,,1
blessings,sanctity.virtue,noun,True,plural,,n,noun.act,1
consecrate,sanctity.virtue,verb,False,,,a|v,,1
gospel,sanctity.virtue,noun,True,singular,NoC:24,n,noun.communication,1
pray,sanctity.virtue,verb,False,,Verb:39,v,,1
beatifying,sanctity.virtue,gerund,True,singular,,v,,1
yogis,sanctity.virtue,noun,True,plural,,n,noun.person,1
theology,sanctity.virtue,noun,True,singular,NoC:23,n,noun.cognition,1
purifies,sanctity.virtue,verb,False,,,v,,1
orthodox,sanctity.virtue,adjective,False,,Adj:12,a,,1
untainted,sanctity.virtue,adjective,False,,,a,,1
torah,sanctity.virtue,noun,True,singular,,n,noun.communication,1
faithfully,sanctity.virtue,adverb,False,,,r,,1
catholic,sanctity.virtue,adjective,False,,Adj:32|NoC:22,a|n,noun.person,1
heavens,sanctity.virtue,noun,True,plural,NoC:6,n,noun.location,1
yogi,sanctity.virtue,noun,False,singular,,n,noun.person,1
consecrating,sanctity.virtue,gerund,True,singular,,v,,1
blessed,sanctity.virtue,verb,False,,Verb:4,a|v,,1
faithful,sanctity.virtue,adjective,False,,Adj:10,a|n,noun.group,1
koran,sanctity.virtue,noun,True,singular,,n,noun.communication,1
abstinence,sanctity.virtue,noun,True,singular,,n,noun.attribute,1
jesus,sanctity.virtue,noun,False,singular,,n,noun.person,1
monastery,sanctity.virtue,noun,False,singular,,n,noun.artifact,1
purities,sanctity.virtue,noun,True,plural,,n,noun.state,1
consecration,sanctity.virtue,noun,True,singular,,n,noun.act,1
catholics,sanctity.virtue,noun,True,plural,NoC:8,n,noun.person,1
prayers,sanctity.virtue,noun,True,plural,NoC:10,n,noun.act,1
prayed,sanctity.virtue,verb,False,,Verb:5,v,,1
sterile,sanctity.virtue,adjective,False,,,a,,1
blesses,sanctity.virtue,verb,False,,Verb:0,v,,1
enshrined,sanctity.virtue,verb,False,,,v,,1
torahs,sanctity.virtue,noun,True,plural,,n,noun.communication,1
organic,sanctity.virtue,adjective,False,,Adj:21,a|n,noun.substance,1
bible,sanctity.virtue,noun,True,singular,NoC:41,n,noun.communication,1
glory,sanctity.virtue,noun,True,singular,NoC:35,n|v,noun.state,1
allah,sanctity.virtue,noun,False,singular,,n,noun.person,1
glories,sanctity.virtue,noun,True,plural,NoC:2,n|v,noun.state,1
priests,sanctity.virtue,noun,True,plural,NoC:12,n,noun.person,1
dignifying,sanctity.virtue,gerund,True,singular,,a|v,,1
enshrine,sanctity.virtue,verb,False,,,v,,1
mosques,sanctity.virtue,noun,True,plural,,n,noun.artifact,1
spotlessly,sanctity.virtue,adverb,False,,,r,,1
prude,sanctity.virtue,noun,False,singular,,n,noun.person,1
reverend,sanctity.virtue,noun,False,singular,,a|n,noun.person,1
soulful,sanctity.virtue,adjective,False,,,a,,1
deify,sanctity.virtue,verb,False,,,v,,1
christ,sanctity.virtue,noun,False,singular,,n,noun.person,1
cathedrals,sanctity.virtue,noun,True,plural,NoC:3,n,noun.artifact,1
churches,sanctity.virtue,noun,True,plural,NoC:35,n|v,noun.group,1
cathedral,sanctity.virtue,noun,False,singular,NoC:51,a|n,noun.artifact,1
dignify,sanctity.virtue,verb,False,,,v,,1
monasteries,sanctity.virtue,noun,True,plural,,n,noun.artifact,1
raw,sanctity.virtue,adjective,False,,Adj:50,a|n,noun.state,1
enshrines,sanctity.virtue,verb,False,,,v,,1
refinement,sanctity.virtue,noun,True,singular,,n,noun.state,1
nuns,sanctity.virtue,noun,True,plural,,n,noun.person,1
monks,sanctity.virtue,noun,True,plural,NoC:8,n,noun.person,1
gloriously,sanctity.virtue,adverb,False,,,r,,1
almighty,sanctity.virtue,noun,False,singular,,a|n,noun.person,1
marring,sanctity.virtue,gerund,True,singular,,v,,1
repent,sanctity.virtue,verb,False,,,v,,1
prays,sanctity.virtue,verb,False,,Verb:1,v,,1
clean,sanctity.virtue,adjective,False,,Adj:100|Verb:56,a|n|r|v,noun.act,1
orthodoxies,sanctity.virtue,noun,True,plural,,n,noun.attribute,1
exterminates,sanctity.virtue,verb,False,,,v,,1
rabbis,sanctity.virtue,noun,True,plural,,n,noun.person,1
spotless,sanctity.virtue,adjective,False,,,a,,1
bibles,sanctity.virtue,noun,True,plural,NoC:1,n,noun.communication,1
mosque,sanctity.virtue,noun,False,singular,,n,noun.artifact,1
immaculate,sanctity.virtue,adjective,False,,,a,,1
organics,sanctity.virtue,noun,True,plural,,n,noun.substance,1
purifier,sanctity.virtue,noun,False,singular,,n,noun.artifact,1
foods,sanctity.virtue,noun,True,plural,NoC:21,n,noun.Tops,1
lord,sanctity.virtue,noun,False,singular,NoC:305,n|v,noun.person,1
praying,sanctity.virtue,gerund,True,singular,Verb:5,v,,1
repenting,sanctity.virtue,gerund,True,singular,,v,,1
marry,sanctity.virtue,verb,False,,Verb:108,v,,1
elevating,sanctity.virtue,gerund,True,singular,,v,,1
marrying,sanctity.virtue,gerund,True,singular,Verb:6,v,,1
immaculately,sanctity.virtue,adverb,False,,,r,,1
rabbi,sanctity.virtue,noun,False,singular,,n,noun.person,1
nunnery,sanctity.virtue,noun,False,singular,,n,noun.artifact,1
priest,sanctity.virtue,noun,False,singular,NoC:54,n,noun.person,1
food,sanctity.virtue,noun,False,singular,NoC:401,n,noun.Tops,1
bloodiness,sanctity.virtue,noun,True,singular,,n,noun.state,1
marries,sanctity.virtue,verb,False,,Verb:1,v,,1
synagogues,sanctity.virtue,noun,True,plural,,n,noun.artifact,1
synagogue,sanctity.virtue,noun,False,singular,,n,noun.artifact,1
refined,sanctity.virtue,verb,False,,,a|v,,1
repents,sanctity.virtue,verb,False,,,v,,1
angel,sanctity.virtue,noun,False,singular,NoC:36,n,noun.person,1
blessing,sanctity.virtue,gerund,True,singular,Verb:1,n|v,noun.act,1
monk,sanctity.virtue,noun,False,singular,NoC:18,n,noun.person,1
rabbinical,sanctity.virtue,adjective,False,,,a,,1
organically,sanctity.virtue,adverb,False,,,r,,1
nun,sanctity.virtue,noun,False,singular,,n,noun.person,1
prophetically,sanctity.virtue,adverb,False,,,r,,1
blood,sanctity.virtue,noun,False,singular,NoC:203,n|v,noun.body,1
repented,sanctity.virtue,verb,False,,,v,,1
pastor,sanctity.virtue,noun,False,singular,,n,noun.person,1
purifiers,sanctity.virtue,noun,True,plural,,n,noun.artifact,1
lords,sanctity.virtue,noun,True,plural,NoC:15,n|v,noun.person,1
bloody,sanctity.virtue,adjective,False,,Adj:105|Adv:20,a|r|v,,1
untouched,sanctity.virtue,adjective,False,,,a,,1
cleaning,sanctity.virtue,gerund,True,singular,NoC:24|Verb:12,n|v,noun.act,1
exterminating,sanctity.virtue,gerund,True,singular,,v,,1
exterminated,sanctity.virtue,verb,False,,,a|v,,1
imam,sanctity.virtue,noun,False,singular,,n,noun.person,1
higher power,sanctity.virtue,noun_phrase,False,singular,,,,2
cleaners,sanctity.virtue,noun,True,plural,NoC:4,n,noun.artifact,1
married,sanctity.virtue,adjective,False,,Adj:54|Verb:47,a|n|v,noun.person,1
beatification,sanctity.virtue,noun,True,singular,,n,noun.state,1
beatify,sanctity.virtue,verb,False,,,v,,1
extermination,sanctity.virtue,noun,True,singular,,n,noun.event,1
exterminate,sanctity.virtue,verb,False,,,v,,1
cleaner,sanctity.virtue,noun,False,singular,NoC:19|Adj:3,a|n,noun.artifact,1
body,sanctity.virtue,noun,False,singular,NoC:580,n|v,noun.body,1
immune,sanctity.virtue,noun,False,singular,,a|n,noun.person,1
atoning,sanctity.virtue,gerund,True,singular,,v,,1
imams,sanctity.virtue,noun,True,plural,,n,noun.person,1
cleaned,sanctity.virtue,verb,False,,Verb:11,v,,1
atones,sanctity.virtue,verb,False,,,v,,1
mary,sanctity.virtue,noun,False,singular,,n,noun.person,1
refines,sanctity.virtue,verb,False,,,v,,1
cleans,sanctity.virtue,verb,False,,Verb:1,n|v,noun.act,1
atone,sanctity.virtue,verb,False,,,v,,1
immunities,sanctity.virtue,noun,True,plural,,n,noun.state,1
immunity,sanctity.virtue,noun,True,singular,,n,noun.state,1
stainless,sanctity.virtue,noun,True,singular,,a|n,noun.substance,1
refining,sanctity.virtue,gerund,True,singular,,n|v,noun.process,1
refine,sanctity.virtue,verb,False,,,v,,1
atoned,sanctity.virtue,verb,False,,,v,,1
exterminator,sanctity.virtue,noun,False,singular,,n,noun.person,1
exterminators,sanctity.virtue,noun,True,plural,,n,noun.person,1
impurity,sanctity.vice,noun,True,singular,,n,noun.substance,1
degradation,sanctity.vice,noun,True,singular,,n,noun.act,1
depravity,sanctity.vice,noun,True,singular,,n,noun.attribute,1
desecrate,sanctity.vice,verb,False,,,v,,1
desecration,sanctity.vice,noun,True,singular,,n,noun.act,1
repulsiveness,sanctity.vice,noun,True,singular,,n,noun.attribute,1
degrading,sanctity.vice,gerund,True,singular,,a|v,,1
decay,sanctity.vice,noun,True,singular,,n|v,noun.process,1
filth,sanctity.vice,noun,True,singular,,n,noun.substance,1
depravities,sanctity.vice,noun,True,plural,,n,noun.attribute,1
defile,sanctity.vice,verb,False,,,n|v,noun.object,1
sin,sanctity.vice,noun,True,singular,NoC:32,n|v,noun.attribute,1
fornication,sanctity.vice,noun,True,singular,,n,noun.act,1
repulsive,sanctity.vice,adjective,False,,,a,,1
depraved,sanctity.vice,adjective,False,,,a|v,,1
impiety,sanctity.vice,noun,True,singular,,n,noun.attribute,1
degrade,sanctity.vice,verb,False,,,v,,1
repugnance,sanctity.vice,noun,True,singular,,n,noun.feeling,1
impure,sanctity.vice,adjective,False,,,a,,1
degraded,sanctity.vice,verb,False,,,a|v,,1
desecrations,sanctity.vice,noun,True,plural,,n,noun.act,1
sinfulness,sanctity.vice,noun,True,singular,,n,noun.attribute,1
impurities,sanctity.vice,noun,True,plural,,n,noun.substance,1
indecencies,sanctity.vice,noun,True,plural,,n,noun.attribute,1
defiled,sanctity.vice,verb,False,,,a|v,,1
defiles,sanctity.vice,verb,False,,,n|v,noun.object,1
uncleanliness,sanctity.vice,noun,True,singular,,n,noun.attribute,1
damnation,sanctity.vice,noun,True,singular,,n,noun.communication,1
debauchery,sanctity.vice,noun,True,singular,,n,noun.act,1
impious,sanctity.vice,adjective,False,,,a,,1
sinful,sanctity.vice,adjective,False,,,a,,1
necrophiliacs,sanctity.vice,noun,True,plural,,,,1
desecrates,sanctity.vice,verb,False,,,v,,1
sleaziness,sanctity.vice,noun,True,singular,,n,noun.attribute,1
desecrating,sanctity.vice,gerund,True,singular,,v,,1
desecrated,sanctity.vice,verb,False,,,a|v,,1
grossness,sanctity.vice,noun,True,singular,,n,noun.attribute,1
contaminates,sanctity.vice,verb,False,,,v,,1
sinning,sanctity.vice,gerund,True,singular,,a|n|v,noun.act,1
promiscuity,sanctity.vice,noun,True,singular,,n,noun.act,1
befouls,sanctity.vice,verb,False,,,v,,1
rottenness,sanctity.vice,noun,True,singular,,n,noun.state,1
hedonism,sanctity.vice,noun,True,singular,,n,noun.motive,1
revolting,sanctity.vice,gerund,True,singular,,a|v,,1
repugnant,sanctity.vice,adjective,False,,,a,,1
godless,sanctity.vice,adjective,False,,,a,,1
scum,sanctity.vice,noun,False,singular,,n|v,noun.group,1
befoul,sanctity.vice,verb,False,,,v,,1
satanic,sanctity.vice,adjective,False,,,a,,1
sluttiness,sanctity.vice,noun,True,singular,,,,1
disgusting,sanctity.vice,gerund,True,singular,,a|v,,1
pestilence,sanctity.vice,noun,True,singular,,n,noun.state,1
debased,sanctity.vice,adjective,False,,,a|v,,1
trashiness,sanctity.vice,noun,True,singular,,n,noun.attribute,1
sins,sanctity.vice,noun,True,plural,NoC:6,n|v,noun.attribute,1
degradingly,sanctity.vice,adverb,False,,,,,1
corrupting,sanctity.vice,gerund,True,singular,,a|v,,1
deprave,sanctity.vice,verb,False,,,v,,1
perverted,sanctity.vice,adjective,False,,,a|v,,1
debase,sanctity.vice,verb,False,,,v,,1
fornicating,sanctity.vice,gerund,True,singular,,v,,1
degraders,sanctity.vice,noun,True,plural,,n,noun.person,1
defiling,sanctity.vice,gerund,True,singular,,v,,1
slime,sanctity.vice,noun,True,singular,,n|v,noun.substance,1
horrors,sanctity.vice,noun,True,plural,NoC:4,n,noun.feeling,1
repugnantly,sanctity.vice,adverb,False,,,,,1
defiler,sanctity.vice,noun,False,singular,,n,noun.person,1
deviants,sanctity.vice,noun,True,plural,,n,noun.person,1
degrades,sanctity.vice,verb,False,,,v,,1
corrupts,sanctity.vice,verb,False,,,v,,1
debasing,sanctity.vice,gerund,True,singular,,a|v,,1
perverts,sanctity.vice,verb,False,,,n|v,noun.person,1
parasitic,sanctity.vice,adjective,False,,,a,,1
disgusts,sanctity.vice,verb,False,,,n|v,noun.feeling,1
deflowering,sanctity.vice,gerund,True,singular,,v,,1
hedonistic,sanctity.vice,adjective,False,,,a,,1
deviant,sanctity.vice,noun,False,singular,,a|n,noun.person,1
scummy,sanctity.vice,adjective,False,,,a,,1
horrifying,sanctity.vice,gerund,True,singular,,a|v,,1
necrophilia,sanctity.vice,noun,True,singular,,n,noun.motive,1
contamination,sanctity.vice,noun,True,singular,,n,noun.state,1
rot,sanctity.vice,noun,True,singular,,n|v,noun.state,1
stain,sanctity.vice,noun,True,singular,,n|v,noun.attribute,1
contaminating,sanctity.vice,gerund,True,singular,,a|v,,1
contaminants,sanctity.vice,noun,True,plural,,n,noun.substance,1
dirtying,sanctity.vice,gerund,True,singular,,n|v,noun.act,1
debases,sanctity.vice,verb,False,,,v,,1
contaminate,sanctity.vice,verb,False,,,v,,1
abhor,sanctity.vice,verb,False,,,v,,1
sleaze,sanctity.vice,noun,True,singular,,n,noun.attribute,1
staining,sanctity.vice,gerund,True,singular,,n|v,noun.act,1
defilers,sanctity.vice,noun,True,plural,,n,noun.person,1
harlot,sanctity.vice,noun,False,singular,,n,noun.person,1
plagues,sanctity.vice,noun,True,plural,,n|v,noun.state,1
sullies,sanctity.vice,verb,False,,,n|v,noun.person,1
fornicators,sanctity.vice,noun,True,plural,,n,noun.person,1
vermin,sanctity.vice,noun,False,singular,,n,noun.person,1
befouling,sanctity.vice,gerund,True,singular,,v,,1
incest,sanctity.vice,noun,True,singular,,n,noun.act,1
trashy,sanctity.vice,adjective,False,,,a,,1
excreting,sanctity.vice,gerund,True,singular,,n|v,noun.process,1
deforms,sanctity.vice,verb,False,,,v,,1
abhorred,sanctity.vice,verb,False,,,v,,1
decayed,sanctity.vice,verb,False,,,a|v,,1
whores,sanctity.vice,verb,False,,,n|v,noun.person,1
deformities,sanctity.vice,noun,True,plural,,n,noun.state,1
perverse,sanctity.vice,adjective,False,,,a,,1
adultery,sanctity.vice,noun,True,singular,,n,noun.act,1
fornicate,sanctity.vice,verb,False,,,v,,1
excrement,sanctity.vice,noun,True,singular,,n,noun.substance,1
harlots,sanctity.vice,noun,True,plural,,n,noun.person,1
decaying,sanctity.vice,gerund,True,singular,,v,,1
fornicator,sanctity.vice,noun,False,singular,,n,noun.person,1
unclean,sanctity.vice,adjective,False,,,a,,1
nauseating,sanctity.vice,gerund,True,singular,,a|v,,1
sully,sanctity.vice,verb,False,,,n|v,noun.person,1
satan,sanctity.vice,noun,False,singular,,n,noun.person,1
damns,sanctity.vice,verb,False,,,n|v,noun.attribute,1
satanically,sanctity.vice,adverb,False,,,,,1
sinned,sanctity.vice,verb,False,,,v,,1
sinners,sanctity.vice,noun,True,plural,,n,noun.person,1
adulterous,sanctity.vice,adjective,False,,,a,,1
repulses,sanctity.vice,verb,False,,,n|v,noun.communication,1
corruption,sanctity.vice,noun,True,singular,NoC:29,n,noun.attribute,1
tainting,sanctity.vice,gerund,True,singular,,v,,1
deformity,sanctity.vice,noun,True,singular,,n,noun.state,1
necrophiliac,sanctity.vice,noun,False,singular,,,,1
decays,sanctity.vice,noun,True,plural,,n|v,noun.process,1
corrupted,sanctity.vice,verb,False,,,a|v,,1
deforming,sanctity.vice,gerund,True,singular,,v,,1
contaminant,sanctity.vice,noun,True,singular,,n,noun.substance,1
disgust,sanctity.vice,verb,False,,,n|v,noun.feeling,1
tarnishes,sanctity.vice,verb,False,,,n|v,noun.attribute,1
hell,sanctity.vice,noun,False,singular,NoC:108,n,noun.location,1
filthy,sanctity.vice,adjective,False,,,a,,1
taint,sanctity.vice,verb,False,,,n|v,noun.state,1
horrific,sanctity.vice,adjective,False,,,a,,1
fecal,sanctity.vice,adjective,False,,,a,,1
dirtied,sanctity.vice,verb,False,,,v,,1
flesh,sanctity.vice,noun,False,singular,NoC:50,n|v,noun.body,1
stained,sanctity.vice,verb,False,,,a|v,,1
deform,sanctity.vice,verb,False,,,v,,1
putrid,sanctity.vice,adjective,False,,,a,,1
scatalogical,sanctity.vice,adjective,False,,,,,1
dirties,sanctity.vice,verb,False,,,v,,1
whoring,sanctity.vice,gerund,True,singular,,v,,1
cocksucker,sanctity.vice,noun,False,singular,,n,noun.person,1
plague,sanctity.vice,noun,True,singular,,n|v,noun.state,1
adulterers,sanctity.vice,noun,True,plural,,n,noun.person,1
excretes,sanctity.vice,verb,False,,,v,,1
infesting,sanctity.vice,gerund,True,singular,,v,,1
slimy,sanctity.vice,adjective,False,,,a,,1
excrete,sanctity.vice,verb,False,,,v,,1
scuzz,sanctity.vice,noun,False,singular,,,,1
horror,sanctity.vice,noun,True,singular,NoC:47,n,noun.feeling,1
tarnish,sanctity.vice,noun,True,singular,,n|v,noun.attribute,1
sexuality,sanctity.vice,noun,True,singular,NoC:28,n,noun.attribute,1
parasite,sanctity.vice,noun,False,singular,,n,noun.animal,1
obscenity,sanctity.vice,noun,True,singular,,n,noun.attribute,1
deformed,sanctity.vice,verb,False,,,a|v,,1
adulterer,sanctity.vice,noun,False,singular,,n,noun.person,1
befouled,sanctity.vice,adjective,False,,,a|v,,1
muck,sanctity.vice,verb,False,,,n|v,noun.substance,1
corpses,sanctity.vice,noun,True,plural,NoC:4,n,noun.body,1
soiled,sanctity.vice,adjective,False,,,a|v,,1
infest,sanctity.vice,verb,False,,,v,,1
incestuously,sanctity.vice,adverb,False,,,r,,1
incestuous,sanctity.vice,adjective,False,,,a,,1
fucker,sanctity.vice,noun,False,singular,,n,noun.person,1
devil,sanctity.vice,noun,False,singular,NoC:37,n|v,noun.person,1
parasites,sanctity.vice,noun,True,plural,,n,noun.animal,1
stains,sanctity.vice,noun,True,plural,,n|v,noun.attribute,1
skanks,sanctity.vice,noun,True,plural,,n|v,noun.substance,1
corpse,sanctity.vice,noun,False,singular,NoC:20,n,noun.body,1
whore,sanctity.vice,verb,False,,,n|v,noun.person,1
lepers,sanctity.vice,noun,True,plural,,n,noun.person,1
curses,sanctity.vice,noun,True,plural,,n|v,noun.communication,1
corrupt,sanctity.vice,adjective,False,,,a|v,,1
pathogens,sanctity.vice,noun,True,plural,,n,noun.animal,1
diseased,sanctity.vice,adjective,False,,,a,,1
deflower,sanctity.vice,verb,False,,,v,,1
hedonists,sanctity.vice,noun,True,plural,,n,noun.person,1
sinner,sanctity.vice,noun,False,singular,,n,noun.person,1
debaucherous,sanctity.vice,adjective,False,,,,,1
fester,sanctity.vice,noun,True,singular,,n|v,noun.state,1
hedonist,sanctity.vice,noun,False,singular,,n,noun.person,1
sleazy,sanctity.vice,adjective,False,,,a,,1
fucks,sanctity.vice,verb,False,,Verb:0,n|v,noun.act,1
promiscuous,sanctity.vice,adjective,False,,,a,,1
cursed,sanctity.vice,verb,False,,,a|v,,1
curse,sanctity.vice,noun,True,singular,,n|v,noun.communication,1
cocksuckers,sanctity.vice,noun,True,plural,,n,noun.person,1
lewdness,sanctity.vice,noun,True,singular,,n,noun.attribute,1
slutty,sanctity.vice,adjective,False,,,,,1
infests,sanctity.vice,verb,False,,,v,,1
festers,sanctity.vice,verb,False,,,n|v,noun.state,1
pervert,sanctity.vice,verb,False,,,n|v,noun.person,1
fuck,sanctity.vice,verb,False,,Verb:21,n|v,noun.act,1
skanky,sanctity.vice,adjective,False,,,a,,1
