text,categories,word_type,frame_fit,number,bnc_pos,wordnet_pos,noun_supersense,n_words
honesty,fairness.virtue,noun,True,singular,,n,noun.attribute,1
egalitarian,fairness.virtue,noun,False,singular,,a|n,noun.person,1
civil right,fairness.virtue,noun_phrase,True,singular,,n,noun.attribute,2
law,fairness.virtue,noun,False,singular,NoC:588,n,noun.group,1
justness,fairness.virtue,noun,True,singular,,n,noun.attribute,1
unbias,fairness.virtue,noun,False,singular,,,,1
egalitarians,fairness.virtue,noun,True,plural,,n,noun.person,1
parity,fairness.virtue,noun,True,singular,,n,noun.state,1
objectiveness,fairness.virtue,noun,True,singular,,n,noun.attribute,1
reparations,fairness.virtue,noun,True,plural,,n,noun.possession,1
unprejudiced,fairness.virtue,adjective,False,,,a,,1
justices,fairness.virtue,noun,True,plural,NoC:7,n,noun.attribute,1
laws,fairness.virtue,noun,True,plural,NoC:48,n,noun.communication,1
tribunals,fairness.virtue,noun,True,plural,NoC:5,n,noun.group,1
retribution,fairness.virtue,noun,True,singular,,n,noun.possession,1
reparation,fairness.virtue,noun,True,singular,,n,noun.possession,1
lawfully,fairness.virtue,adverb,False,,,r,,1
lawful,fairness.virtue,adjective,False,,,a,,1
honest,fairness.virtue,adjective,False,,Adj:60,a,,1
compensation,fairness.virtue,noun,True,singular,NoC:63,n,noun.possession,1
lawyers,fairness.virtue,noun,True,plural,NoC:24,n,noun.person,1
sportsmanship,fairness.virtue,noun,True,singular,,n,noun.attribute,1
tribunal,fairness.virtue,noun,False,singular,NoC:37,n,noun.group,1
do unto others,fairness.virtue,verb_phrase,False,,,,,3
golden rule,fairness.virtue,noun_phrase,True,singular,,n,noun.communication,2
lawyer,fairness.virtue,noun,False,singular,NoC:68,n,noun.person,1
proportional,fairness.virtue,adjective,False,,,a|n,noun.cognition,1
equity,fairness.virtue,noun,True,singular,NoC:42,n,noun.possession,1
lawyering,fairness.virtue,gerund,True,singular,,,,1
trust,fairness.virtue,noun,True,singular,NoC:161|Verb:67,n|v,noun.possession,1
reciprocal,fairness.virtue,noun,True,singular,,a|n,noun.relation,1
being objective,fairness.virtue,gerund_phrase,True,singular,,,,2
justification,fairness.virtue,noun,True,singular,NoC:37,n,noun.cognition,1
trustworthiness,fairness.virtue,noun,True,singular,,n,noun.attribute,1
unbiased,fairness.virtue,adjective,False,,,a,,1
vengeance,fairness.virtue,noun,True,singular,,n,noun.act,1
revenge,fairness.virtue,noun,True,singular,NoC:22,n|v,noun.act,1
retributions,fairness.virtue,noun,True,plural,,n,noun.possession,1
equals,fairness.virtue,verb,False,,Verb:6,n|v,noun.person,1
equalize,fairness.virtue,verb,False,,,v,,1
refereeing,fairness.virtue,gerund,True,singular,,n|v,noun.act,1
restitution,fairness.virtue,noun,True,singular,,n,noun.possession,1
compensating,fairness.virtue,gerund,True,singular,Verb:1,v,,1
been objective,fairness.virtue,verb_phrase,False,,,,,2
pay back,fairness.virtue,verb_phrase,False,,,v,,2
justified,fairness.virtue,verb,False,,Verb:20,a|v,,1
justifies,fairness.virtue,verb,False,,Verb:2,v,,1
retaliation,fairness.virtue,noun,True,singular,,n,noun.act,1
lawyered,fairness.virtue,verb,False,,,,,1
compensated,fairness.virtue,verb,False,,Verb:4,a|v,,1
referees,fairness.virtue,noun,True,plural,NoC:3,n|v,noun.person,1
karma,fairness.virtue,noun,True,singular,,n,noun.event,1
will share,fairness.virtue,verb_phrase,False,,,,,2
avenger,fairness.virtue,noun,False,singular,,n,noun.person,1
trusting,fairness.virtue,gerund,True,singular,Verb:2,a|v,,1
avengers,fairness.virtue,noun,True,plural,,n,noun.person,1
square deal,fairness.virtue,noun_phrase,True,singular,,n,noun.event,2
trusts,fairness.virtue,noun,True,plural,NoC:14|Verb:1,n|v,noun.possession,1
compensate,fairness.virtue,verb,False,,Verb:23,v,,1
trustworthy,fairness.virtue,adjective,False,,,a,,1
levels the playing field,fairness.virtue,verb_phrase,False,,,,,4
tit for tat,fairness.virtue,other_phrase,False,,,n,noun.act,3
retaliate,fairness.virtue,verb,False,,,v,,1
level the playing field,fairness.virtue,verb_phrase,False,,,,,4
eye for an eye,fairness.virtue,other_phrase,False,,,,,4
square deals,fairness.virtue,noun_phrase,True,plural,,n,noun.event,2
repayment,fairness.virtue,noun,True,singular,NoC:18,n,noun.act,1
payback,fairness.virtue,noun,True,singular,,n,noun.possession,1
equities,fairness.virtue,noun,True,plural,NoC:3,n,noun.possession,1
justify,fairness.virtue,verb,False,,Verb:67,v,,1
dues,fairness.virtue,noun,True,plural,,n,noun.attribute,1
square dealing,fairness.virtue,gerund_phrase,True,singular,,,,2
referee,fairness.virtue,noun,False,singular,NoC:25,n|v,noun.person,1
repaid,fairness.virtue,verb,False,,Verb:4,v,,1
square dealer,fairness.virtue,noun_phrase,False,singular,,,,2
equalizer,fairness.virtue,noun,False,singular,,n,noun.artifact,1
due processes,fairness.virtue,noun_phrase,True,plural,,n,noun.act,2
level playing fields,fairness.virtue,noun_phrase,True,singular,,,,3
repay,fairness.virtue,verb,False,,Verb:17,v,,1
compensates,fairness.virtue,verb,False,,Verb:1,v,,1
justifying,fairness.virtue,gerund,True,singular,Verb:2,v,,1
due processing,fairness.virtue,noun_phrase,False,singular,,,,2
due process,fairness.virtue,noun_phrase,True,singular,,n,noun.act,2
repayments,fairness.virtue,noun,True,plural,NoC:4,n,noun.act,1
repaying,fairness.virtue,gerund,True,singular,Verb:1,v,,1
level playing field,fairness.virtue,noun_phrase,False,singular,,,,3
retaliating,fairness.virtue,gerund,True,singular,,v,,1
square dealers,fairness.virtue,noun_phrase,True,plural,,,,2
retaliated,fairness.virtue,verb,False,,,v,,1
refereed,fairness.virtue,verb,False,,,v,,1
revenger,fairness.virtue,noun,False,singular,,,,1
avenging,fairness.virtue,gerund,True,singular,,v,,1
repays,fairness.virtue,verb,False,,Verb:0,v,,1
trusted,fairness.virtue,verb,False,,Verb:8,a|v,,1
avenge,fairness.virtue,verb,False,,,v,,1
retaliates,fairness.virtue,verb,False,,,v,,1
equalizers,fairness.virtue,noun,True,plural,,n,noun.artifact,1
avenged,fairness.virtue,adjective,False,,,a|v,,1
avenges,fairness.virtue,verb,False,,,v,,1
cheat,fairness.vice,noun,False,singular,,n|v,noun.plant,1
unfair,fairness.vice,adjective,False,,Adj:38,a,,1
cheating,fairness.vice,gerund,True,singular,,a|n|v,noun.act,1
unfairness,fairness.vice,noun,True,singular,,n,noun.cognition,1
injustice,fairness.vice,noun,True,singular,,n,noun.act,1
fraud,fairness.vice,noun,True,singular,NoC:37,n,noun.act,1
dishonest,fairness.vice,adjective,False,,,a,,1
unjust,fairness.vice,adjective,False,,,a,,1
cheated,fairness.vice,verb,False,,,v,,1
fraudulent,fairness.vice,adjective,False,,,a,,1
cheats,fairness.vice,noun,True,plural,,n|v,noun.plant,1
frauds,fairness.vice,noun,True,plural,NoC:1,n,noun.act,1
dishonesty,fairness.vice,noun,True,singular,,n,noun.attribute,1
cheaters,fairness.vice,noun,True,plural,,n,noun.person,1
deception,fairness.vice,noun,True,singular,,n,noun.communication,1
injustices,fairness.vice,noun,True,plural,,n,noun.act,1
swindle,fairness.vice,noun,True,singular,,n|v,noun.act,1
inequity,fairness.vice,noun,True,singular,,n,noun.attribute,1
hypocrisy,fairness.vice,noun,True,singular,,n,noun.communication,1
discrimination,fairness.vice,noun,True,singular,NoC:40,n,noun.act,1
unequal,fairness.vice,adjective,False,,,a,,1
cheater,fairness.vice,noun,False,singular,,n,noun.person,1
inequities,fairness.vice,noun,True,plural,,n,noun.attribute,1
defraud,fairness.vice,verb,False,,,v,,1
racism,fairness.vice,noun,True,singular,NoC:22,n,noun.cognition,1
scam,fairness.vice,noun,True,singular,,n|v,noun.act,1
liar,fairness.vice,noun,False,singular,,n,noun.person,1
defrauds,fairness.vice,verb,False,,,v,,1
betrayal,fairness.vice,noun,True,singular,,n,noun.act,1
deceit,fairness.vice,noun,True,singular,,n,noun.attribute,1
defrauded,fairness.vice,verb,False,,,v,,1
inequality,fairness.vice,noun,True,singular,NoC:23,n,noun.attribute,1
liars,fairness.vice,noun,True,plural,,n,noun.person,1
defrauders,fairness.vice,noun,True,plural,,n,noun.person,1
hypocrite,fairness.vice,noun,False,singular,,n,noun.person,1
biased,fairness.vice,verb,False,,,a|v,,1
ripoffs,fairness.vice,noun,True,plural,,,,1
scams,fairness.vice,verb,False,,,n|v,noun.act,1
fleecing,fairness.vice,gerund,True,singular,,v,,1
defrauder,fairness.vice,noun,False,singular,,n,noun.person,1
discriminates,fairness.vice,verb,False,,,v,,1
mislead,fairness.vice,verb,False,,,v,,1
inequalities,fairness.vice,noun,True,plural,NoC:7,n,noun.attribute,1
prejudice,fairness.vice,noun,True,singular,NoC:27,n|v,noun.cognition,1
fleeced,fairness.vice,verb,False,,,v,,1
defrauding,fairness.vice,gerund,True,singular,,v,,1
ripoff,fairness.vice,noun,False,singular,,,,1
scamming,fairness.vice,gerund,True,singular,,,,1
imposters,fairness.vice,noun,True,plural,,n,noun.person,1
crooked,fairness.vice,adjective,False,,,a|v,,1
oppress,fairness.vice|authority.virtue,verb,False,,,v,,1
racist,fairness.vice,noun,False,singular,,a|n,noun.person,1
oppression,fairness.vice,noun,True,singular,,n,noun.act,1
imposter,fairness.vice,noun,False,singular,,n,noun.person,1
swindled,fairness.vice,verb,False,,,v,,1
hypocrites,fairness.vice,noun,True,plural,,n,noun.person,1
plagiarism,fairness.vice,noun,True,singular,,n,noun.communication,1
lied,fairness.vice,verb,False,,,n|v,noun.communication,1
untrustworthiness,fairness.vice,noun,True,singular,,n,noun.attribute,1
hoodwink,fairness.vice,verb,False,,,v,,1
scammed,fairness.vice,verb,False,,,,,1
blackmail,fairness.vice,verb,False,,,n|v,noun.act,1
bilks,fairness.vice,verb,False,,,v,,1
swindling,fairness.vice,gerund,True,singular,,v,,1
betrayed,fairness.vice|loyalty.vice,verb,False,,,v,,1
bias,fairness.vice,noun,True,singular,NoC:14,a|n|v,noun.cognition,1
connive,fairness.vice,verb,False,,,v,,1
crooks,fairness.vice,noun,True,plural,,n|v,noun.person,1
deceive,fairness.vice,verb,False,,,v,,1
freeloaders,fairness.vice,noun,True,plural,,n,noun.person,1
favoritism,fairness.vice,noun,True,singular,,n,noun.cognition,1
disparity,fairness.vice,noun,True,singular,,n,noun.attribute,1
swindles,fairness.vice,verb,False,,,n|v,noun.act,1
deceived,fairness.vice,verb,False,,,v,,1
misleading,fairness.vice,gerund,True,singular,Adj:13,a|v,,1
discriminated,fairness.vice,verb,False,,,v,,1
bilked,fairness.vice,verb,False,,,v,,1
deceiving,fairness.vice,gerund,True,singular,,v,,1
untrustworthy,fairness.vice,adjective,False,,,a,,1
prejudiced,fairness.vice,adjective,False,,,a|v,,1
false advertise,fairness.vice,verb_phrase,False,,,,,2
scammers,fairness.vice,noun,True,plural,,n,noun.person,1
swindler,fairness.vice,noun,False,singular,,n,noun.person,1
theft,fairness.vice,noun,True,singular,NoC:37,n,noun.act,1
duplicitous,fairness.vice,adjective,False,,,a,,1
hoodwinked,fairness.vice,verb,False,,,v,,1
bigoted,fairness.vice,adjective,False,,,a,,1
sexism,fairness.vice,noun,True,singular,,n,noun.act,1
disproportionate,fairness.vice,adjective,False,,,a,,1
swindlers,fairness.vice,noun,True,plural,,n,noun.person,1
discriminate,fairness.vice,verb,False,,,a|v,,1
conniving,fairness.vice,gerund,True,singular,,a|v,,1
sexist,fairness.vice,noun,False,singular,,a|n,noun.person,1
betraying,fairness.vice|loyalty.vice,gerund,True,singular,,v,,1
hoodwinking,fairness.vice,gerund,True,singular,,v,,1
partiality,fairness.vice,noun,True,singular,,n,noun.feeling,1
misleads,fairness.vice,verb,False,,,v,,1
disproportion,fairness.vice,noun,True,singular,,n,noun.shape,1
economic disparity,fairness.vice,noun_phrase,True,singular,,,,2
bilk,fairness.vice,verb,False,,,v,,1
biases,fairness.vice,verb,False,,,n|v,noun.cognition,1
bigots,fairness.vice,noun,True,plural,,n,noun.person,1
distrust,fairness.vice,noun,True,singular,,n|v,noun.cognition,1
dupe,fairness.vice,noun,False,singular,,n|v,noun.person,1
crook,fairness.vice,noun,False,singular,,n|v,noun.person,1
racists,fairness.vice,noun,True,plural,,n,noun.person,1
con artist,fairness.vice,noun_phrase,False,singular,,n,noun.person,2
bilking,fairness.vice,gerund,True,singular,,v,,1
blackmailing,fairness.vice,gerund,True,singular,,v,,1
deceives,fairness.vice,verb,False,,,v,,1
betrayers,fairness.vice|loyalty.vice,noun,True,plural,,n,noun.person,1
deceiver,fairness.vice,noun,False,singular,,n,noun.person,1
blackmailed,fairness.vice,verb,False,,,v,,1
duping,fairness.vice,gerund,True,singular,,v,,1
shyster,fairness.vice,noun,False,singular,,n,noun.person,1
connivers,fairness.vice,noun,True,plural,,,,1
imbalanced,fairness.vice,adjective,False,,,a,,1
con artists,fairness.vice,noun_phrase,True,plural,,n,noun.person,2
sexists,fairness.vice,noun,True,plural,,n,noun.person,1
thieving,fairness.vice,gerund,True,singular,,a|n|v,noun.act,1
betray,fairness.vice|loyalty.vice,verb,False,,,v,,1
imbalance,fairness.vice,noun,True,singular,,n,noun.state,1
disproportions,fairness.vice,noun,True,plural,,n,noun.shape,1
disproportionately,fairness.vice,adverb,False,,,r,,1
freeloader,fairness.vice,noun,False,singular,,n,noun.person,1
misleaders,fairness.vice,noun,True,plural,,n,noun.person,1
connived,fairness.vice,verb,False,,,v,,1
shysters,fairness.vice,noun,True,plural,,n,noun.person,1
scammer,fairness.vice,noun,False,singular,,n,noun.person,1
connives,fairness.vice,verb,False,,,v,,1
conniver,fairness.vice,noun,False,singular,,,,1
disadvantaged,fairness.vice,adjective,False,,,a|v,,1
plagiaristic,fairness.vice,adjective,False,,,a,,1
moocher,fairness.vice,noun,False,singular,,n,noun.person,1
dupes,fairness.vice,verb,False,,,n|v,noun.person,1
discriminating,fairness.vice,gerund,True,singular,,a|v,,1
tricked,fairness.vice,verb,False,,,v,,1
segregation,fairness.vice,noun,True,singular,,n,noun.process,1
false advertised,fairness.vice,verb_phrase,False,,,,,2
thief,fairness.vice,noun,False,singular,NoC:25,n,noun.person,1
betrayer,fairness.vice|loyalty.vice,noun,False,singular,,n,noun.person,1
bigot,fairness.vice,noun,False,singular,,n,noun.person,1
lying,fairness.vice,gerund,True,singular,,n|v,noun.act,1
thieves,fairness.vice,noun,True,plural,NoC:10,n|v,noun.person,1
stealing,fairness.vice,gerund,True,singular,Verb:9,n|v,noun.act,1
suckered,fairness.vice,verb,False,,,,,1
deceivers,fairness.vice,noun,True,plural,,n,noun.person,1
bamboozled,fairness.vice,verb,False,,,v,,1
false advertisement,fairness.vice,noun_phrase,True,singular,,,,2
freeload,fairness.vice,verb,False,,,v,,1
bamboozle,fairness.vice,verb,False,,,v,,1
did rob,fairness.vice,verb_phrase,False,,,,,2
freeloading,fairness.vice,gerund,True,singular,,v,,1
steal,fairness.vice,verb,False,,Verb:57,n|v,noun.possession,1
pickpocketing,fairness.vice,gerund,True,singular,,,,1
blackmailer,fairness.vice,noun,False,singular,,n,noun.person,1
prejudicing,fairness.vice,gerund,True,singular,,v,,1
chauvinists,fairness.vice,noun,True,plural,,n,noun.person,1
misleader,fairness.vice,noun,False,singular,,n,noun.person,1
hoodwinks,fairness.vice,verb,False,,,v,,1
false advertiser,fairness.vice,noun_phrase,False,singular,,,,2
imbalances,fairness.vice,noun,True,plural,,n,noun.state,1
pickpocketed,fairness.vice,verb,False,,,,,1
pickpockets,fairness.vice,noun,True,plural,,n,noun.person,1
bamboozles,fairness.vice,verb,False,,,v,,1
tricking,fairness.vice,gerund,True,singular,,v,,1
taking advantage,fairness.vice,gerund_phrase,True,singular,,,,2
pickpocket,fairness.vice,noun,False,singular,,n,noun.person,1
false advertisers,fairness.vice,noun_phrase,True,plural,,,,2
biasing,fairness.vice,gerund,True,singular,,v,,1
false impression,fairness.vice,noun_phrase,True,singular,,,,2
bamboozling,fairness.vice,gerund,True,singular,,v,,1
false witness,fairness.vice,noun_phrase,False,singular,,n,noun.person,2
robs,fairness.vice,verb,False,,Verb:0,v,,1
moochers,fairness.vice,noun,True,plural,,n,noun.person,1
betrays,fairness.vice|loyalty.vice,verb,False,,,v,,1
robbing,fairness.vice,gerund,True,singular,Verb:2,v,,1
false advertises,fairness.vice,verb_phrase,False,,,,,2
false impressions,fairness.vice,noun_phrase,True,plural,,,,2
blackmails,fairness.vice,verb,False,,,n|v,noun.act,1
double cross,fairness.vice,verb_phrase,False,,,n|v,noun.act,2
blackmailers,fairness.vice,noun,True,plural,,n,noun.person,1
will rob,fairness.vice,verb_phrase,False,,,,,2
stolen,fairness.vice,verb,False,,Verb:19,v,,1
distrustful,fairness.vice,adjective,False,,,a,,1
false advertising,fairness.vice,gerund_phrase,True,singular,,,,2
double crossers,fairness.vice,noun_phrase,True,singular,,,,2
mooches,fairness.vice,verb,False,,,n|v,noun.person,1
disproportioned,fairness.vice,verb,False,,,,,1
mooching,fairness.vice,gerund,True,singular,,v,,1
segregated,fairness.vice,verb,False,,,a|v,,1
double crosser,fairness.vice,noun_phrase,False,singular,,,,2
robbed,fairness.vice,verb,False,,Verb:6,v,,1
misleadingly,fairness.vice,adverb,False,,,r,,1
segregating,fairness.vice,gerund,True,singular,,v,,1
stole,fairness.vice,verb,False,,Verb:9,n|v,noun.artifact,1
double crosses,fairness.vice,verb_phrase,False,,,n|v,noun.act,2
being partial,fairness.vice,gerund_phrase,True,singular,,,,2
distrusts,fairness.vice,noun,True,plural,,n|v,noun.cognition,1
mooch,fairness.vice,noun,False,singular,,n|v,noun.person,1
segregate,fairness.vice,verb,False,,,n|v,noun.person,1
robbers,fairness.vice,noun,True,plural,,n,noun.person,1
distrusted,fairness.vice,verb,False,,,v,,1
double crossing,fairness.vice,gerund_phrase,True,singular,,v,,2
distrusting,fairness.vice,gerund,True,singular,,v,,1
double crossed,fairness.vice,verb_phrase,False,,,v,,2
be partial,fairness.vice,verb_phrase,False,,,,,2
go back on,fairness.vice,verb_phrase,False,,,v,,3
stacking the deck,fairness.vice,gerund_phrase,True,singular,,,,3
robber,fairness.vice,noun,False,singular,,n,noun.person,1
segregates,fairness.vice,verb,False,,,n|v,noun.person,1
ripping off,fairness.vice,gerund_phrase,True,singular,,,,2
trickster,fairness.vice,noun,False,singular,,n,noun.person,1
rips off,fairness.vice,verb_phrase,False,,,,,2
behind their backs,fairness.vice,other_phrase,False,,,,,3
mooched,fairness.vice,verb,False,,,v,,1
stacked the deck,fairness.vice,verb_phrase,False,,,,,3
was partial,fairness.vice,verb_phrase,False,,,,,2
am partial,fairness.vice,verb_phrase,False,,,,,2
stacked deck,fairness.vice,noun_phrase,False,singular,,,,2
stacks the deck,fairness.vice,verb_phrase,False,,,,,3
behind their back,fairness.vice,other_phrase,False,,,,,3
been partial,fairness.vice,verb_phrase,False,,,,,2
free rider,fairness.vice,noun_phrase,False,singular,,,,2
ripped off,fairness.vice,verb_phrase,False,,,,,2
free riders,fairness.vice,noun_phrase,True,plural,,,,2
deceivingly,fairness.vice,adverb,False,,,r,,1
steals,fairness.vice,verb,False,,Verb:1,n|v,noun.possession,1
unequaled,fairness.vice,adjective,False,,,a,,1
team player,loyalty.virtue,noun_phrase,False,singular,,,,2
player,loyalty.virtue,noun,False,singular,NoC:195,n,noun.person,1
patriot,loyalty.virtue,noun,False,singular,,n,noun.person,1
loyal,loyalty.virtue,adjective,False,,Adj:14,a,,1
loyalty,loyalty.virtue,noun,True,singular,NoC:37,n,noun.attribute,1
patriots,loyalty.virtue,noun,True,plural,,n,noun.person,1
follower,loyalty.virtue,noun,False,singular,NoC:14,n,noun.person,1
fidelity,loyalty.virtue,noun,True,singular,,n,noun.attribute,1
allegiance,loyalty.virtue|authority.virtue,noun,True,singular,,n,noun.act,1
ally,loyalty.virtue,noun,False,singular,NoC:32,n|v,noun.group,1
comrade,loyalty.virtue,noun,False,singular,,n,noun.person,1
loyalties,loyalty.virtue,noun,True,plural,NoC:4,n,noun.attribute,1
death do us part,loyalty.virtue,other_phrase,False,,,,,4
faction,loyalty.virtue,noun,False,singular,NoC:21,n,noun.group,1
comrades,loyalty.virtue,noun,True,plural,,n,noun.person,1
allegiances,loyalty.virtue|authority.virtue,noun,True,plural,,n,noun.act,1
sacrifice,loyalty.virtue,noun,True,singular,NoC:19,n|v,noun.act,1
allies,loyalty.virtue,noun,True,plural,NoC:16,n|v,noun.group,1
organization,loyalty.virtue,noun,False,singular,NoC:156,n,noun.group,1
followers,loyalty.virtue,noun,True,plural,NoC:10,n,noun.group,1
us against them,loyalty.virtue,other_phrase,False,,,,,3
sacrifices,loyalty.virtue,noun,True,plural,NoC:3,n|v,noun.act,1
all for one,loyalty.virtue,other_phrase,False,,,,,3
camaraderie,loyalty.virtue,noun,True,singular,,n,noun.attribute,1
comradery,loyalty.virtue,noun,True,singular,,n,noun.attribute,1
one for all,loyalty.virtue,other_phrase,False,,,,,3
fellow,loyalty.virtue,noun,False,singular,NoC:45|Adj:26,n,noun.person,1
family,loyalty.virtue,noun,False,singular,NoC:773,n,noun.group,1
allegiant,loyalty.virtue|authority.virtue,adjective,False,,,a,,1
corps,loyalty.virtue,noun,False,singular,NoC:12,n,noun.group,1
unity,loyalty.virtue,noun,True,singular,NoC:57,n,noun.state,1
union jack,loyalty.virtue,noun_phrase,False,singular,,n,noun.artifact,2
uniter,loyalty.virtue,noun,False,singular,,,,1
old glory,loyalty.virtue,noun_phrase,False,singular,,n,noun.artifact,2
companions,loyalty.virtue,noun,True,plural,NoC:8,n|v,noun.person,1
country,loyalty.virtue,noun,False,singular,NoC:805,n,noun.group,1
companion,loyalty.virtue,noun,False,singular,NoC:42,n|v,noun.person,1
homeland,loyalty.virtue,noun,False,singular,,n,noun.location,1
sacrificing,loyalty.virtue,gerund,True,singular,,v,,1
indivisible,loyalty.virtue,adjective,False,,,a,,1
sacrificed,loyalty.virtue,verb,False,,,v,,1
solidarity,loyalty.virtue,noun,True,singular,NoC:22,n,noun.attribute,1
troops,loyalty.virtue,noun,True,plural,NoC:48,n|v,noun.group,1
nation,loyalty.virtue,noun,False,singular,NoC:129,n,noun.group,1
cult,loyalty.virtue,noun,False,singular,NoC:20,n,noun.group,1
kinship,loyalty.virtue,noun,True,singular,,n,noun.relation,1
companionship,loyalty.virtue,noun,True,singular,,n,noun.state,1
clique,loyalty.virtue,noun,False,singular,,n,noun.group,1
allied,loyalty.virtue,adjective,False,,Adj:14,a|v,,1
community,loyalty.virtue,noun,False,singular,NoC:503,n,noun.group,1
group,loyalty.virtue,noun,False,singular,NoC:1021,n|v,noun.Tops,1
factions,loyalty.virtue,noun,True,plural,NoC:7,n,noun.group,1
familiarity,loyalty.virtue,noun,True,singular,,n,noun.cognition,1
solidarities,loyalty.virtue,noun,True,plural,NoC:0,n,noun.attribute,1
enlist,loyalty.virtue,verb,False,,,v,,1
companionships,loyalty.virtue,noun,True,plural,,n,noun.state,1
wife,loyalty.virtue,noun,False,singular,NoC:361,n,noun.person,1
united,loyalty.virtue,adjective,False,,Adj:136|Verb:12,a|v,,1
belongs,loyalty.virtue,verb,False,,Verb:12,v,,1
congregation,loyalty.virtue,noun,False,singular,NoC:22,n,noun.group,1
brothers in arms,loyalty.virtue,noun_phrase,False,singular,,,,3
clan,loyalty.virtue,noun,False,singular,,n,noun.group,1
trooper,loyalty.virtue,noun,False,singular,,n,noun.person,1
sect,loyalty.virtue,noun,False,singular,,n,noun.group,1
enlisted,loyalty.virtue,verb,False,,,v,,1
enlistment,loyalty.virtue,noun,True,singular,,n,noun.time,1
tribalism,loyalty.virtue,noun,True,singular,,n,noun.state,1
cohorts,loyalty.virtue,noun,True,plural,,n,noun.group,1
war,loyalty.virtue,noun,True,singular,NoC:576,n|v,noun.act,1
joining,loyalty.virtue,gerund,True,singular,Verb:22,n|v,noun.act,1
troop,loyalty.virtue,noun,False,singular,NoC:59,n|v,noun.group,1
sacrificial,loyalty.virtue,adjective,False,,,a,,1
coalition,loyalty.virtue,noun,False,singular,NoC:50,n,noun.group,1
insider,loyalty.virtue,noun,False,singular,NoC:19,n,noun.person,1
pledge,loyalty.virtue,verb,False,,Verb:12,n|v,noun.possession,1
cohort,loyalty.virtue,noun,False,singular,,n,noun.group,1
enlisting,loyalty.virtue,gerund,True,singular,,n|v,noun.act,1
unite,loyalty.virtue,verb,False,,Verb:24,v,,1
communion,loyalty.virtue|sanctity.virtue,noun,True,singular,,n,noun.act,1
familiarities,loyalty.virtue,noun,True,plural,,n,noun.cognition,1
belong,loyalty.virtue,verb,False,,Verb:85,v,,1
ingroup,loyalty.virtue,noun,False,singular,,n,noun.group,1
belonged,loyalty.virtue,verb,False,,Verb:16,v,,1
company,loyalty.virtue,noun,False,singular,NoC:980,n|v,noun.group,1
collective,loyalty.virtue,adjective,False,,Adj:24,a|n,noun.group,1
fellows,loyalty.virtue,noun,True,plural,NoC:7,n,noun.person,1
cliques,loyalty.virtue,noun,True,plural,,n,noun.group,1
uniting,loyalty.virtue,gerund,True,singular,Verb:1,n|v,noun.act,1
clans,loyalty.virtue,noun,True,plural,,n,noun.group,1
hazing,loyalty.virtue,gerund,True,singular,,v,,1
congregates,loyalty.virtue,verb,False,,,v,,1
herd,loyalty.virtue,noun,False,singular,NoC:16,n|v,noun.group,1
sects,loyalty.virtue,noun,True,plural,,n,noun.group,1
uniters,loyalty.virtue,noun,True,plural,,,,1
undivided,loyalty.virtue,adjective,False,,,a,,1
unites,loyalty.virtue,verb,False,,Verb:1,v,,1
pledgers,loyalty.virtue,noun,True,plural,,n,noun.person,1
coalitions,loyalty.virtue,noun,True,plural,NoC:2,n,noun.group,1
enlists,loyalty.virtue,verb,False,,,v,,1
grouping,loyalty.virtue,gerund,True,singular,NoC:19,n|v,noun.Tops,1
insiders,loyalty.virtue,noun,True,plural,NoC:3,n,noun.person,1
families,loyalty.virtue,noun,True,plural,NoC:83,n,noun.group,1
troupe,loyalty.virtue,noun,False,singular,,n,noun.group,1
fellowship,loyalty.virtue,noun,False,singular,,n,noun.group,1
kin,loyalty.virtue,noun,False,singular,,a|n,noun.person,1
pledger,loyalty.virtue,noun,False,singular,,n,noun.person,1
horde,loyalty.virtue,noun,False,singular,,n,noun.group,1
nations,loyalty.virtue,noun,True,plural,NoC:41,n,noun.group,1
tribe,loyalty.virtue,noun,False,singular,NoC:21,n,noun.group,1
hordes,loyalty.virtue,noun,True,plural,,n,noun.group,1
pledges,loyalty.virtue,verb,False,,Verb:1,n|v,noun.possession,1
herder,loyalty.virtue,noun,False,singular,,n,noun.person,1
commune,loyalty.virtue,noun,False,singular,,n|v,noun.location,1
cults,loyalty.virtue,noun,True,plural,NoC:1,n,noun.group,1
congregations,loyalty.virtue,noun,True,plural,NoC:2,n,noun.group,1
organizations,loyalty.virtue,noun,True,plural,NoC:30,n,noun.group,1
herds,loyalty.virtue,noun,True,plural,NoC:4,n|v,noun.group,1
pledging,loyalty.virtue,gerund,True,singular,Verb:1,v,,1
communities,loyalty.virtue,noun,True,plural,NoC:41,n,noun.group,1
familiar,loyalty.virtue,adjective,False,,Adj:57,a|n,noun.person,1
hazings,loyalty.virtue,noun,True,plural,,,,1
belonging,loyalty.virtue,gerund,True,singular,Verb:14,n|v,noun.feeling,1
pledged,loyalty.virtue,verb,False,,Verb:7,a|v,,1
bowed,loyalty.virtue|authority.virtue,verb,False,,Verb:8,a|v,,1
collectively,loyalty.virtue,adverb,False,,,r,,1
together,loyalty.virtue,adverb,False,,Adv:308,a|r,,1
groups,loyalty.virtue,noun,True,plural,NoC:193,n|v,noun.Tops,1
homelands,loyalty.virtue,noun,True,plural,,n,noun.location,1
collectives,loyalty.virtue,noun,True,plural,,n,noun.group,1
troopers,loyalty.virtue,noun,True,plural,,n,noun.person,1
