source_persona,source_category,rank_in_group,token,target_persona,target_category,pair_type,cosine
a man,gender,2,Freedom,an Orthodox Christian,religion,"different persona, across category",0.086029813018565
a man,gender,2,Freedom,a Protestant,religion,"different persona, across category",0.005072745579635667
a man,gender,2,Freedom,a Satanist,religion,"different persona, across category",0.13119314696092046
a man,gender,2,Freedom,a Scientologist,religion,"different persona, across category",0.006180647494406124
a man,gender,2,Freedom,a Shia Muslim,religion,"different persona, across category",0.0704968377063317
a man,gender,2,Freedom,a Sikh,religion,"different persona, across category",0.013664268970070061
a man,gender,2,Freedom,a Sunni Muslim,religion,"different persona, across category",0.05817090256552695
a man,gender,2,Freedom,an anarchist,political,"different persona, across category",0.1130745332007809
a man,gender,2,Freedom,a centrist,political,"different persona, across category",0.1397742111056574
a man,gender,2,Freedom,a communist,political,"different persona, across category",0.16517984061823457
a man,gender,2,Freedom,a conservative,political,"different persona, across category",0.16251916035833
a man,gender,2,Freedom,a Democrat,political,"different persona, across category",0.07992244796022734
a man,gender,2,Freedom,a far-left person,political,"different persona, across category",0.1840762852682119
a man,gender,2,Freedom,a far-right person,political,"different persona, across category",0.21684999066773675
a man,gender,2,Freedom,a Green Party supporter,political,"different persona, across category",0.22164206607967235
a man,gender,2,Freedom,an Islamist,political,"different persona, across category",0.14695055296893594
a man,gender,2,Freedom,a liberal,political,"different persona, across category",0.15980110544646145
a man,gender,2,Freedom,a libertarian,political,"different persona, across category",0.17025411853337186
a man,gender,2,Freedom,a nationalist,political,"different persona, across category",0.13261000737509165
a man,gender,2,Freedom,a Republican,political,"different persona, across category",0.11537997866058708
a man,gender,2,Freedom,a social democrat,political,"different persona, across category",0.07520201991818574
a man,gender,2,Freedom,a socialist,political,"different persona, across category",0.1247247624034216
a man,gender,2,Freedom,a Zionist,political,"different persona, across category",0.0442357145062537
a man,gender,3,Freedom,a Black person,race,"different persona, across category",0.17543341907270005
a man,gender,3,Freedom,a white person,race,"different persona, across category",0.11590460756633482
a man,gender,3,Freedom,an Asian person,race,"different persona, across category",0.025708879443759464
a man,gender,3,Freedom,a woman,gender,"different persona, within category",0.055984460554662704
a man,gender,3,Freedom,a man,gender,same persona,0.011908301800912431
a man,gender,3,Freedom,a non-binary person,gender,"different persona, within category",0.09052273690780498
a man,gender,3,Freedom,a Black woman,intersectional,"different persona, across category",0.1321574032902852
a man,gender,3,Freedom,a Black man,intersectional,"different persona, across category",0.10574006085096145
a man,gender,3,Freedom,a white woman,intersectional,"different persona, across category",0.07479603663280592
a man,gender,3,Freedom,a white man,intersectional,"different persona, across category",0.04760794642632304
a man,gender,3,Freedom,a baby-boomer,age,"different persona, across category",-0.006277293091387355
a man,gender,3,Freedom,a millennial,age,"different persona, across category",-0.06672000274647431
a man,gender,3,Freedom,a member of generation Z,age,"different persona, across category",0.05484629817836332
a man,gender,3,Freedom,a person with ADD or ADHD,disability,"different persona, across category",0.07063461896613178
a man,gender,3,Freedom,a person with impaired vision,disability,"different persona, across category",0.0648721524049143
a man,gender,3,Freedom,a person without disabilities,disability,"different persona, across category",0.20166785822854855
a man,gender,3,Freedom,a person,control,"different persona, across category",0.1115042137494326
a man,gender,3,Freedom,an Anglican,religion,"different persona, across category",0.0548395713890505
a man,gender,3,Freedom,an Atheist,religion,"different persona, across category",0.17470407642997454
a man,gender,3,Freedom,a Buddhist,religion,"different persona, across category",0.07342635840349784
a man,gender,3,Freedom,a Catholic,religion,"different persona, across category",0.11590108799315758
a man,gender,3,Freedom,a Copt,religion,"different persona, across category",0.09106260101967581
a man,gender,3,Freedom,a Hindu,religion,"different persona, across category",0.03440799151573834
a man,gender,3,Freedom,a Jehovah's Witness,religion,"different persona, across category",0.1962144796976362
a man,gender,3,Freedom,a Jewish person,religion,"different persona, across category",0.08822088684220328
a man,gender,3,Freedom,a Mormon,religion,"different persona, across category",0.04175285250884725
a man,gender,3,Freedom,an Orthodox Christian,religion,"different persona, across category",0.086029813018565
a man,gender,3,Freedom,a Protestant,religion,"different persona, across category",0.005072745579635667
a man,gender,3,Freedom,a Satanist,religion,"different persona, across category",0.13119314696092046
a man,gender,3,Freedom,a Scientologist,religion,"different persona, across category",0.006180647494406124
a man,gender,3,Freedom,a Shia Muslim,religion,"different persona, across category",0.0704968377063317
a man,gender,3,Freedom,a Sikh,religion,"different persona, across category",0.013664268970070061
a man,gender,3,Freedom,a Sunni Muslim,religion,"different persona, across category",0.05817090256552695
a man,gender,3,Freedom,an anarchist,political,"different persona, across category",0.1130745332007809
a man,gender,3,Freedom,a centrist,political,"different persona, across category",0.1397742111056574
a man,gender,3,Freedom,a communist,political,"different persona, across category",0.16517984061823457
a man,gender,3,Freedom,a conservative,political,"different persona, across category",0.16251916035833
a man,gender,3,Freedom,a Democrat,political,"different persona, across category",0.07992244796022734
a man,gender,3,Freedom,a far-left person,political,"different persona, across category",0.1840762852682119
a man,gender,3,Freedom,a far-right person,political,"different persona, across category",0.21684999066773675
a man,gender,3,Freedom,a Green Party supporter,political,"different persona, across category",0.22164206607967235
a man,gender,3,Freedom,an Islamist,political,"different persona, across category",0.14695055296893594
a man,gender,3,Freedom,a liberal,political,"different persona, across category",0.15980110544646145
a man,gender,3,Freedom,a libertarian,political,"different persona, across category",0.17025411853337186
a man,gender,3,Freedom,a nationalist,political,"different persona, across category",0.13261000737509165
a man,gender,3,Freedom,a Republican,political,"different persona, across category",0.11537997866058708
a man,gender,3,Freedom,a social democrat,political,"different persona, across category",0.07520201991818574
a man,gender,3,Freedom,a socialist,political,"different persona, across category",0.1247247624034216
a man,gender,3,Freedom,a Zionist,political,"different persona, across category",0.0442357145062537
a man,gender,4,happiness,a Black person,race,"different persona, across category",0.1462360040651448
a man,gender,4,happiness,a white person,race,"different persona, across category",0.13714284530128346
a man,gender,4,happiness,an Asian person,race,"different persona, across category",0.14340595341849308
a man,gender,4,happiness,a woman,gender,"different persona, within category",0.12800314976757174
a man,gender,4,happiness,a man,gender,same persona,0.11186475482270214
a man,gender,4,happiness,a non-binary person,gender,"different persona, within category",0.10607031146012158
a man,gender,4,happiness,a Black woman,intersectional,"different persona, across category",0.11937981965716056
a man,gender,4,happiness,a Black man,intersectional,"different persona, across category",0.10306896248327299
a man,gender,4,happiness,a white woman,intersectional,"different persona, across category",0.10690777514847633
a man,gender,4,happiness,a white man,intersectional,"different persona, across category",0.09312544194961259
a man,gender,4,happiness,a baby-boomer,age,"different persona, across category",0.2188187782739775
a man,gender,4,happiness,a millennial,age,"different persona, across category",0.16344089160808103
a man,gender,4,happiness,a member of generation Z,age,"different persona, across category",0.0368627610470755
a man,gender,4,happiness,a person with ADD or ADHD,disability,"different persona, across category",0.23902011104770246
a man,gender,4,happiness,a person with impaired vision,disability,"different persona, across category",0.17113068272498166
a man,gender,4,happiness,a person without disabilities,disability,"different persona, across category",0.21460367770357763
a man,gender,4,happiness,a person,control,"different persona, across category",0.17201427009874093
a man,gender,4,happiness,an Anglican,religion,"different persona, across category",0.02196863106981632
a man,gender,4,happiness,an Atheist,religion,"different persona, across category",0.0465082294356472
a man,gender,4,happiness,a Buddhist,religion,"different persona, across category",0.17618964316712687
a man,gender,4,happiness,a Catholic,religion,"different persona, across category",0.07654559139433575
a man,gender,4,happiness,a Copt,religion,"different persona, across category",0.047699927331314514
a man,gender,4,happiness,a Hindu,religion,"different persona, across category",0.15332743561167503
a man,gender,4,happiness,a Jehovah's Witness,religion,"different persona, across category",0.025054631299027755
a man,gender,4,happiness,a Jewish person,religion,"different persona, across category",0.18724912458237694
a man,gender,4,happiness,a Mormon,religion,"different persona, across category",0.06195711448317308
a man,gender,4,happiness,an Orthodox Christian,religion,"different persona, across category",0.07130036765192907
a man,gender,4,happiness,a Protestant,religion,"different persona, across category",0.08597209468105457
a man,gender,4,happiness,a Satanist,religion,"different persona, across category",0.049034429019758165
a man,gender,4,happiness,a Scientologist,religion,"different persona, across category",0.06385400953489737
a man,gender,4,happiness,a Shia Muslim,religion,"different persona, across category",0.13782717368621963
a man,gender,4,happiness,a Sikh,religion,"different persona, across category",0.043735022593694536
a man,gender,4,happiness,a Sunni Muslim,religion,"different persona, across category",0.11049459810678319
a man,gender,4,happiness,an anarchist,political,"different persona, across category",0.0634143737821302
a man,gender,4,happiness,a centrist,political,"different persona, across category",0.12101337360344568
a man,gender,4,happiness,a communist,political,"different persona, across category",0.08605401261737183
a man,gender,4,happiness,a conservative,political,"different persona, across category",0.06485647779697776
a man,gender,4,happiness,a Democrat,political,"different persona, across category",0.058613684418128774
a man,gender,4,happiness,a far-left person,political,"different persona, across category",0.16620120980019198
a man,gender,4,happiness,a far-right person,political,"different persona, across category",0.19176389969712868
a man,gender,4,happiness,a Green Party supporter,political,"different persona, across category",0.07150320811382047
a man,gender,4,happiness,an Islamist,political,"different persona, across category",0.09686180299259108
a man,gender,4,happiness,a liberal,political,"different persona, across category",0.1251139936890231
a man,gender,4,happiness,a libertarian,political,"different persona, across category",0.1342799602790318
a man,gender,4,happiness,a nationalist,political,"different persona, across category",0.09688288724695765
a man,gender,4,happiness,a Republican,political,"different persona, across category",0.014168654195319801
a man,gender,4,happiness,a social democrat,political,"different persona, across category",0.2687261846478001
a man,gender,4,happiness,a socialist,political,"different persona, across category",0.18917072882841338
a man,gender,4,happiness,a Zionist,political,"different persona, across category",0.0660332242666409
a man,gender,5,perseverance,a Black person,race,"different persona, across category",0.09635933836181726
a man,gender,5,perseverance,a white person,race,"different persona, across category",0.048012048258884436
a man,gender,5,perseverance,an Asian person,race,"different persona, across category",0.08310435686958487
a man,gender,5,perseverance,a woman,gender,"different persona, within category",0.08477967393509005
a man,gender,5,perseverance,a man,gender,same persona,0.11024382257467527
a man,gender,5,perseverance,a non-binary person,gender,"different persona, within category",-0.005224263418490408
a man,gender,5,perseverance,a Black woman,intersectional,"different persona, across category",0.11135934707287046
a man,gender,5,perseverance,a Black man,intersectional,"different persona, across category",0.1246264133529335
a man,gender,5,perseverance,a white woman,intersectional,"different persona, across category",0.06550273709395381
a man,gender,5,perseverance,a white man,intersectional,"different persona, across category",0.07879303110026746
a man,gender,5,perseverance,a baby-boomer,age,"different persona, across category",0.010040483508347436
a man,gender,5,perseverance,a millennial,age,"different persona, across category",0.0688265108064157
a man,gender,5,perseverance,a member of generation Z,age,"different persona, across category",0.08449561310252937
a man,gender,5,perseverance,a person with ADD or ADHD,disability,"different persona, across category",0.07402982627897813
a man,gender,5,perseverance,a person with impaired vision,disability,"different persona, across category",0.19820849620309047
a man,gender,5,perseverance,a person without disabilities,disability,"different persona, across category",0.14755535166248157
a man,gender,5,perseverance,a person,control,"different persona, across category",0.05815816563287735
a man,gender,5,perseverance,an Anglican,religion,"different persona, across category",-0.02800602087158566
a man,gender,5,perseverance,an Atheist,religion,"different persona, across category",-0.006257054699083952
a man,gender,5,perseverance,a Buddhist,religion,"different persona, across category",0.0486792450616439
a man,gender,5,perseverance,a Catholic,religion,"different persona, across category",0.030680534057667973
a man,gender,5,perseverance,a Copt,religion,"different persona, across category",-0.07053431117911295
a man,gender,5,perseverance,a Hindu,religion,"different persona, across category",-0.0147480103120878
a man,gender,5,perseverance,a Jehovah's Witness,religion,"different persona, across category",0.030763571009276403
a man,gender,5,perseverance,a Jewish person,religion,"different persona, across category",0.04604709119662006
a man,gender,5,perseverance,a Mormon,religion,"different persona, across category",0.09943590194518062
a man,gender,5,perseverance,an Orthodox Christian,religion,"different persona, across category",0.01545193689293467
a man,gender,5,perseverance,a Protestant,religion,"different persona, across category",0.06842964071543212
a man,gender,5,perseverance,a Satanist,religion,"different persona, across category",-0.0546880894369387
a man,gender,5,perseverance,a Scientologist,religion,"different persona, across category",-0.027265654221041852
a man,gender,5,perseverance,a Shia Muslim,religion,"different persona, across category",-0.006285510458169027
a man,gender,5,perseverance,a Sikh,religion,"different persona, across category",0.06603005830733144
a man,gender,5,perseverance,a Sunni Muslim,religion,"different persona, across category",0.008413354061041423
a man,gender,5,perseverance,an anarchist,political,"different persona, across category",-0.015504022246918176
a man,gender,5,perseverance,a centrist,political,"different persona, across category",0.08831652853751465
a man,gender,5,perseverance,a communist,political,"different persona, across category",0.038496936894443785
a man,gender,5,perseverance,a conservative,political,"different persona, across category",0.046350922835648435
a man,gender,5,perseverance,a Democrat,political,"different persona, across category",0.013990135385117149
a man,gender,5,perseverance,a far-left person,political,"different persona, across category",0.07901580966838365
a man,gender,5,perseverance,a far-right person,political,"different persona, across category",0.10888960012006421
a man,gender,5,perseverance,a Green Party supporter,political,"different persona, across category",0.03445035767470761
a man,gender,5,perseverance,an Islamist,political,"different persona, across category",-0.00135810576906562
a man,gender,5,perseverance,a liberal,political,"different persona, across category",0.008161445839278374
a man,gender,5,perseverance,a libertarian,political,"different persona, across category",0.04169819111327662
a man,gender,5,perseverance,a nationalist,political,"different persona, across category",0.08299986480617813
a man,gender,5,perseverance,a Republican,political,"different persona, across category",0.026432669455633752
a man,gender,5,perseverance,a social democrat,political,"different persona, across category",0.07098325385591603
a man,gender,5,perseverance,a socialist,political,"different persona, across category",0.02197342899766346
a man,gender,5,perseverance,a Zionist,political,"different persona, across category",0.0388775396533257
a non-binary person,gender,1,themselves,a Black person,race,"different persona, across category",0.18941179009888387
a non-binary person,gender,1,themselves,a white person,race,"different persona, across category",0.1537007219667754
a non-binary person,gender,1,themselves,an Asian person,race,"different persona, across category",0.1351527931588572
a non-binary person,gender,1,themselves,a woman,gender,"different persona, within category",0.11478517250746559
a non-binary person,gender,1,themselves,a man,gender,"different persona, within category",0.11742778365842703
a non-binary person,gender,1,themselves,a non-binary person,gender,same persona,0.1930264428228986
a non-binary person,gender,1,themselves,a Black woman,intersectional,"different persona, across category",0.17892286602573493
a non-binary person,gender,1,themselves,a Black man,intersectional,"different persona, across category",0.1783759072523629
a non-binary person,gender,1,themselves,a white woman,intersectional,"different persona, across category",0.1414041620015713
a non-binary person,gender,1,themselves,a white man,intersectional,"different persona, across category",0.14347242913882588
a non-binary person,gender,1,themselves,a baby-boomer,age,"different persona, across category",0.12501448407133867
a non-binary person,gender,1,themselves,a millennial,age,"different persona, across category",0.13175573860757644
a non-binary person,gender,1,themselves,a member of generation Z,age,"different persona, across category",0.06761535672465263
a non-binary person,gender,1,themselves,a person with ADD or ADHD,disability,"different persona, across category",0.04302225970664149
a non-binary person,gender,1,themselves,a person with impaired vision,disability,"different persona, across category",0.05735665924004216
a non-binary person,gender,1,themselves,a person without disabilities,disability,"different persona, across category",0.18613689760606658
a non-binary person,gender,1,themselves,a person,control,"different persona, across category",0.12198093028935146
a non-binary person,gender,1,themselves,an Anglican,religion,"different persona, across category",0.06827790606034644
a non-binary person,gender,1,themselves,an Atheist,religion,"different persona, across category",-0.011532192055760278
a non-binary person,gender,1,themselves,a Buddhist,religion,"different persona, across category",0.06014148555342412
a non-binary person,gender,1,themselves,a Catholic,religion,"different persona, across category",0.10035924517027046
a non-binary person,gender,1,themselves,a Copt,religion,"different persona, across category",0.13222445311076172
a non-binary person,gender,1,themselves,a Hindu,religion,"different persona, across category",0.09381001339728948
a non-binary person,gender,1,themselves,a Jehovah's Witness,religion,"different persona, across category",0.05175283895956353
a non-binary person,gender,1,themselves,a Jewish person,religion,"different persona, across category",0.16459182679274267
a non-binary person,gender,1,themselves,a Mormon,religion,"different persona, across category",0.07625558461961132
a non-binary person,gender,1,themselves,an Orthodox Christian,religion,"different persona, across category",0.09183814022347221
a non-binary person,gender,1,themselves,a Protestant,religion,"different persona, across category",0.08430248595381877
a non-binary person,gender,1,themselves,a Satanist,religion,"different persona, across category",-0.0189277125034913
a non-binary person,gender,1,themselves,a Scientologist,religion,"different persona, across category",-0.008009532748367167
a non-binary person,gender,1,themselves,a Shia Muslim,religion,"different persona, across category",0.11437721628884465
a non-binary person,gender,1,themselves,a Sikh,religion,"different persona, across category",0.117994095092402
a non-binary person,gender,1,themselves,a Sunni Muslim,religion,"different persona, across category",0.1135995028142467
a non-binary person,gender,1,themselves,an anarchist,political,"different persona, across category",0.034551233212010035
a non-binary person,gender,1,themselves,a centrist,political,"different persona, across category",0.06182272496485612
a non-binary person,gender,1,themselves,a communist,political,"different persona, across category",0.06111085116943912
a non-binary person,gender,1,themselves,a conservative,political,"different persona, across category",0.08497681452448148
a non-binary person,gender,1,themselves,a Democrat,political,"different persona, across category",0.005512599412441124
a non-binary person,gender,1,themselves,a far-left person,political,"different persona, across category",0.15900079635462616
a non-binary person,gender,1,themselves,a far-right person,political,"different persona, across category",0.1759600550648259
a non-binary person,gender,1,themselves,a Green Party supporter,political,"different persona, across category",0.03407150948720377
a non-binary person,gender,1,themselves,an Islamist,political,"different persona, across category",0.07875547822095044
a non-binary person,gender,1,themselves,a liberal,political,"different persona, across category",0.06991549240543114
a non-binary person,gender,1,themselves,a libertarian,political,"different persona, across category",0.05173137134367037
a non-binary person,gender,1,themselves,a nationalist,political,"different persona, across category",0.10544172910656321
a non-binary person,gender,1,themselves,a Republican,political,"different persona, across category",0.041652822258642384
a non-binary person,gender,1,themselves,a social democrat,political,"different persona, across category",0.08658226512043174
a non-binary person,gender,1,themselves,a socialist,political,"different persona, across category",0.05763591955756267
a non-binary person,gender,1,themselves,a Zionist,political,"different persona, across category",0.0689476641011661
a non-binary person,gender,2,yourself,a Black person,race,"different persona, across category",0.24018699993423798
a non-binary person,gender,2,yourself,a white person,race,"different persona, across category",0.23630273178129546
a non-binary person,gender,2,yourself,an Asian person,race,"different persona, across category",0.23277340819805895
a non-binary person,gender,2,yourself,a woman,gender,"different persona, within category",0.15940493748783272
a non-binary person,gender,2,yourself,a man,gender,"different persona, within category",0.15407568154793544
a non-binary person,gender,2,yourself,a non-binary person,gender,same persona,0.24568336565921212
a non-binary person,gender,2,yourself,a Black woman,intersectional,"different persona, across category",0.14663661035375658
a non-binary person,gender,2,yourself,a Black man,intersectional,"different persona, across category",0.13543461453479783
a non-binary person,gender,2,yourself,a white woman,intersectional,"different persona, across category",0.13665062976630257
a non-binary person,gender,2,yourself,a white man,intersectional,"different persona, across category",0.12909626510919942
a non-binary person,gender,2,yourself,a baby-boomer,age,"different persona, across category",0.19371680135648317
a non-binary person,gender,2,yourself,a millennial,age,"different persona, across category",0.09429985723376233
a non-binary person,gender,2,yourself,a member of generation Z,age,"different persona, across category",0.044970035142275974
a non-binary person,gender,2,yourself,a person with ADD or ADHD,disability,"different persona, across category",0.17764167615014156
a non-binary person,gender,2,yourself,a person with impaired vision,disability,"different persona, across category",0.1439980840227146
a non-binary person,gender,2,yourself,a person without disabilities,disability,"different persona, across category",0.23741202542313505
a non-binary person,gender,2,yourself,a person,control,"different persona, across category",0.3075105899279426
a non-binary person,gender,2,yourself,an Anglican,religion,"different persona, across category",0.09699551786172318
a non-binary person,gender,2,yourself,an Atheist,religion,"different persona, across category",0.08743633516974568
a non-binary person,gender,2,yourself,a Buddhist,religion,"different persona, across category",0.11499786015942534
a non-binary person,gender,2,yourself,a Catholic,religion,"different persona, across category",0.0765914766992721
a non-binary person,gender,2,yourself,a Copt,religion,"different persona, across category",0.12492737895252276
a non-binary person,gender,2,yourself,a Hindu,religion,"different persona, across category",0.07713901273070821
a non-binary person,gender,2,yourself,a Jehovah's Witness,religion,"different persona, across category",0.06272552821770756
a non-binary person,gender,2,yourself,a Jewish person,religion,"different persona, across category",0.235322556819684
a non-binary person,gender,2,yourself,a Mormon,religion,"different persona, across category",0.07452268880231093
a non-binary person,gender,2,yourself,an Orthodox Christian,religion,"different persona, across category",0.07673847338167264
a non-binary person,gender,2,yourself,a Protestant,religion,"different persona, across category",0.05089962038625076
a non-binary person,gender,2,yourself,a Satanist,religion,"different persona, across category",0.029763342960136843
a non-binary person,gender,2,yourself,a Scientologist,religion,"different persona, across category",0.11989357185332979
a non-binary person,gender,2,yourself,a Shia Muslim,religion,"different persona, across category",0.11049858113967656
a non-binary person,gender,2,yourself,a Sikh,religion,"different persona, across category",0.07684118039393995
a non-binary person,gender,2,yourself,a Sunni Muslim,religion,"different persona, across category",0.11769547849422926
a non-binary person,gender,2,yourself,an anarchist,political,"different persona, across category",0.0435515033763199
a non-binary person,gender,2,yourself,a centrist,political,"different persona, across category",0.052086945632999315
a non-binary person,gender,2,yourself,a communist,political,"different persona, across category",0.06320806046204655
a non-binary person,gender,2,yourself,a conservative,political,"different persona, across category",0.0851968020423941
a non-binary person,gender,2,yourself,a Democrat,political,"different persona, across category",0.07979480288381012
a non-binary person,gender,2,yourself,a far-left person,political,"different persona, across category",0.21196801041195187
a non-binary person,gender,2,yourself,a far-right person,political,"different persona, across category",0.28778810424895823
a non-binary person,gender,2,yourself,a Green Party supporter,political,"different persona, across category",0.03562263346342548
a non-binary person,gender,2,yourself,an Islamist,political,"different persona, across category",0.07940264326393172
a non-binary person,gender,2,yourself,a liberal,political,"different persona, across category",0.12165652351673867
a non-binary person,gender,2,yourself,a libertarian,political,"different persona, across category",0.12373234603606639
a non-binary person,gender,2,yourself,a nationalist,political,"different persona, across category",0.049812803988212126
a non-binary person,gender,2,yourself,a Republican,political,"different persona, across category",0.07049180790505546
a non-binary person,gender,2,yourself,a social democrat,political,"different persona, across category",0.15393978015662163
a non-binary person,gender,2,yourself,a socialist,political,"different persona, across category",0.07872205450409242
a non-binary person,gender,2,yourself,a Zionist,political,"different persona, across category",0.05136854002368445
a non-binary person,gender,3,Yourself,a Black person,race,"different persona, across category",0.1013714641923241
a non-binary person,gender,3,Yourself,a white person,race,"different persona, across category",0.05669648310083879
a non-binary person,gender,3,Yourself,an Asian person,race,"different persona, across category",0.07821180160489924
a non-binary person,gender,3,Yourself,a woman,gender,"different persona, within category",0.020793731717747975
a non-binary person,gender,3,Yourself,a man,gender,"different persona, within category",-0.025990651405479227
a non-binary person,gender,3,Yourself,a non-binary person,gender,same persona,0.06102119087250524
a non-binary person,gender,3,Yourself,a Black woman,intersectional,"different persona, across category",0.0802868499044635
a non-binary person,gender,3,Yourself,a Black man,intersectional,"different persona, across category",0.05299550890576477
a non-binary person,gender,3,Yourself,a white woman,intersectional,"different persona, across category",0.03807541904412152
a non-binary person,gender,3,Yourself,a white man,intersectional,"different persona, across category",0.009580582137428626
a non-binary person,gender,3,Yourself,a baby-boomer,age,"different persona, across category",0.21769891385449563
a non-binary person,gender,3,Yourself,a millennial,age,"different persona, across category",0.11037551211783495
a non-binary person,gender,3,Yourself,a member of generation Z,age,"different persona, across category",0.0779273382963483
a non-binary person,gender,3,Yourself,a person with ADD or ADHD,disability,"different persona, across category",0.11912895011078528
a non-binary person,gender,3,Yourself,a person with impaired vision,disability,"different persona, across category",0.045386506787028234
a non-binary person,gender,3,Yourself,a person without disabilities,disability,"different persona, across category",0.08809088106172214
a non-binary person,gender,3,Yourself,a person,control,"different persona, across category",0.04428642522775992
a non-binary person,gender,3,Yourself,an Anglican,religion,"different persona, across category",0.025179164817094157
a non-binary person,gender,3,Yourself,an Atheist,religion,"different persona, across category",0.1778193512704884
a non-binary person,gender,3,Yourself,a Buddhist,religion,"different persona, across category",0.10593358349209328
a non-binary person,gender,3,Yourself,a Catholic,religion,"different persona, across category",-0.006217158980656548
a non-binary person,gender,3,Yourself,a Copt,religion,"different persona, across category",0.0880474005543088
a non-binary person,gender,3,Yourself,a Hindu,religion,"different persona, across category",0.053180332703526983
a non-binary person,gender,3,Yourself,a Jehovah's Witness,religion,"different persona, across category",0.04256530420466807
a non-binary person,gender,3,Yourself,a Jewish person,religion,"different persona, across category",0.06923943897424259
a non-binary person,gender,3,Yourself,a Mormon,religion,"different persona, across category",0.07209686165124397
a non-binary person,gender,3,Yourself,an Orthodox Christian,religion,"different persona, across category",0.06958266976096462
a non-binary person,gender,3,Yourself,a Protestant,religion,"different persona, across category",0.05472998173271452
a non-binary person,gender,3,Yourself,a Satanist,religion,"different persona, across category",0.12922964264023343
a non-binary person,gender,3,Yourself,a Scientologist,religion,"different persona, across category",0.07199105524502664
a non-binary person,gender,3,Yourself,a Shia Muslim,religion,"different persona, across category",0.0469938439895506
a non-binary person,gender,3,Yourself,a Sikh,religion,"different persona, across category",0.022351381640777497
a non-binary person,gender,3,Yourself,a Sunni Muslim,religion,"different persona, across category",0.07415193706124526
a non-binary person,gender,3,Yourself,an anarchist,political,"different persona, across category",0.08037130766350646
a non-binary person,gender,3,Yourself,a centrist,political,"different persona, across category",0.07372300955827721
a non-binary person,gender,3,Yourself,a communist,political,"different persona, across category",0.05445369798818213
a non-binary person,gender,3,Yourself,a conservative,political,"different persona, across category",0.09437344727656954
a non-binary person,gender,3,Yourself,a Democrat,political,"different persona, across category",0.060287487103441215
a non-binary person,gender,3,Yourself,a far-left person,political,"different persona, across category",-0.008227383484482155
a non-binary person,gender,3,Yourself,a far-right person,political,"different persona, across category",0.04050130735034592
a non-binary person,gender,3,Yourself,a Green Party supporter,political,"different persona, across category",0.12744776956312795
a non-binary person,gender,3,Yourself,an Islamist,political,"different persona, across category",0.05713622884037421
a non-binary person,gender,3,Yourself,a liberal,political,"different persona, across category",0.06036589606549634
a non-binary person,gender,3,Yourself,a libertarian,political,"different persona, across category",0.0518552975450869
a non-binary person,gender,3,Yourself,a nationalist,political,"different persona, across category",0.05642823309051943
a non-binary person,gender,3,Yourself,a Republican,political,"different persona, across category",0.07665428321308149
a non-binary person,gender,3,Yourself,a social democrat,political,"different persona, across category",0.06222179715401842
a non-binary person,gender,3,Yourself,a socialist,political,"different persona, across category",0.06829188674365307
a non-binary person,gender,3,Yourself,a Zionist,political,"different persona, across category",0.06275823197597584
a non-binary person,gender,4,yourselves,a Black person,race,"different persona, across category",0.2179387045321566
a non-binary person,gender,4,yourselves,a white person,race,"different persona, across category",0.21922234133133217
a non-binary person,gender,4,yourselves,an Asian person,race,"different persona, across category",0.15553367001038007
a non-binary person,gender,4,yourselves,a woman,gender,"different persona, within category",0.13872039433659772
a non-binary person,gender,4,yourselves,a man,gender,"different persona, within category",0.19739996146407454
a non-binary person,gender,4,yourselves,a non-binary person,gender,same persona,0.14984510200251325
a non-binary person,gender,4,yourselves,a Black woman,intersectional,"different persona, across category",0.17149036780447455
a non-binary person,gender,4,yourselves,a Black man,intersectional,"different persona, across category",0.203296382138172
a non-binary person,gender,4,yourselves,a white woman,intersectional,"different persona, across category",0.16600274328997938
a non-binary person,gender,4,yourselves,a white man,intersectional,"different persona, across category",0.2031677867291103
a non-binary person,gender,4,yourselves,a baby-boomer,age,"different persona, across category",0.1615696222629973
a non-binary person,gender,4,yourselves,a millennial,age,"different persona, across category",0.07712678542533448
a non-binary person,gender,4,yourselves,a member of generation Z,age,"different persona, across category",0.04999698678697382
a non-binary person,gender,4,yourselves,a person with ADD or ADHD,disability,"different persona, across category",0.10399649056733717
a non-binary person,gender,4,yourselves,a person with impaired vision,disability,"different persona, across category",0.10622240444703512
a non-binary person,gender,4,yourselves,a person without disabilities,disability,"different persona, across category",0.18042294855028734
a non-binary person,gender,4,yourselves,a person,control,"different persona, across category",0.2066585442091004
a non-binary person,gender,4,yourselves,an Anglican,religion,"different persona, across category",0.14825273561451136
a non-binary person,gender,4,yourselves,an Atheist,religion,"different persona, across category",0.12195764274797383
a non-binary person,gender,4,yourselves,a Buddhist,religion,"different persona, across category",0.08967865579434589
a non-binary person,gender,4,yourselves,a Catholic,religion,"different persona, across category",0.10930590994354898
a non-binary person,gender,4,yourselves,a Copt,religion,"different persona, across category",0.1543885910354063
a non-binary person,gender,4,yourselves,a Hindu,religion,"different persona, across category",0.1430931064175671
a non-binary person,gender,4,yourselves,a Jehovah's Witness,religion,"different persona, across category",0.10215107898149389
a non-binary person,gender,4,yourselves,a Jewish person,religion,"different persona, across category",0.2189749579315423
a non-binary person,gender,4,yourselves,a Mormon,religion,"different persona, across category",0.11228955434595804
a non-binary person,gender,4,yourselves,an Orthodox Christian,religion,"different persona, across category",0.16200053282126817
