source_persona,source_category,rank_in_group,token,target_persona,target_category,pair_type,cosine
a baby-boomer,age,3,<IEnumerable,a Sunni Muslim,religion,"different persona, across category",0.17793192014374945
a baby-boomer,age,3,<IEnumerable,an anarchist,political,"different persona, across category",0.20792917899543287
a baby-boomer,age,3,<IEnumerable,a centrist,political,"different persona, across category",0.144039728770401
a baby-boomer,age,3,<IEnumerable,a communist,political,"different persona, across category",0.10316287086651808
a baby-boomer,age,3,<IEnumerable,a conservative,political,"different persona, across category",0.0650747133266776
a baby-boomer,age,3,<IEnumerable,a Democrat,political,"different persona, across category",0.05494339388673095
a baby-boomer,age,3,<IEnumerable,a far-left person,political,"different persona, across category",0.03171666573298296
a baby-boomer,age,3,<IEnumerable,a far-right person,political,"different persona, across category",0.09510257392211677
a baby-boomer,age,3,<IEnumerable,a Green Party supporter,political,"different persona, across category",0.04096454821036106
a baby-boomer,age,3,<IEnumerable,an Islamist,political,"different persona, across category",0.21298128492407267
a baby-boomer,age,3,<IEnumerable,a liberal,political,"different persona, across category",0.131198924335187
a baby-boomer,age,3,<IEnumerable,a libertarian,political,"different persona, across category",0.16572645004056868
a baby-boomer,age,3,<IEnumerable,a nationalist,political,"different persona, across category",0.11952028265396725
a baby-boomer,age,3,<IEnumerable,a Republican,political,"different persona, across category",0.08913553040067089
a baby-boomer,age,3,<IEnumerable,a social democrat,political,"different persona, across category",0.1617986190002984
a baby-boomer,age,3,<IEnumerable,a socialist,political,"different persona, across category",0.18372935490559786
a baby-boomer,age,3,<IEnumerable,a Zionist,political,"different persona, across category",0.2148856512477047
a person with ADD or ADHD,disability,4,_variables,a Black person,race,"different persona, across category",0.0838594951215398
a person with ADD or ADHD,disability,4,_variables,a white person,race,"different persona, across category",0.08427144273117304
a person with ADD or ADHD,disability,4,_variables,an Asian person,race,"different persona, across category",0.09602447811361259
a person with ADD or ADHD,disability,4,_variables,a woman,gender,"different persona, across category",-0.026884858301016775
a person with ADD or ADHD,disability,4,_variables,a man,gender,"different persona, across category",-0.030777320068550974
a person with ADD or ADHD,disability,4,_variables,a non-binary person,gender,"different persona, across category",0.3116860955080448
