source_persona,source_category,rank_in_group,token,target_persona,target_category,pair_type,cosine
a white woman,intersectional,3,WATER,a Mormon,religion,"different persona, across category",-0.007550181638000931
a white woman,intersectional,3,WATER,an Orthodox Christian,religion,"different persona, across category",0.026699252552595604
a white woman,intersectional,3,WATER,a Protestant,religion,"different persona, across category",-0.008120006421649053
a white woman,intersectional,3,WATER,a Satanist,religion,"different persona, across category",0.05156114515037509
a white woman,intersectional,3,WATER,a Scientologist,religion,"different persona, across category",-0.006385534617127589
a white woman,intersectional,3,WATER,a Shia Muslim,religion,"different persona, across category",0.046031324402102475
a white woman,intersectional,3,WATER,a Sikh,religion,"different persona, across category",0.055833554675460584
a white woman,intersectional,3,WATER,a Sunni Muslim,religion,"different persona, across category",0.060755207868819563
a white woman,intersectional,3,WATER,an anarchist,political,"different persona, across category",0.024451386240138567
a white woman,intersectional,3,WATER,a centrist,political,"different persona, across category",-0.0629751706900157
a white woman,intersectional,3,WATER,a communist,political,"different persona, across category",0.018661293323351306
a white woman,intersectional,3,WATER,a conservative,political,"different persona, across category",-0.04325868788537996
a white woman,intersectional,3,WATER,a Democrat,political,"different persona, across category",-0.041284129420778526
a white woman,intersectional,3,WATER,a far-left person,political,"different persona, across category",-0.055093902283428024
a white woman,intersectional,3,WATER,a far-right person,political,"different persona, across category",-0.04199102997253251
a white woman,intersectional,3,WATER,a Green Party supporter,political,"different persona, across category",0.020387924920407904
a white woman,intersectional,3,WATER,an Islamist,political,"different persona, across category",0.09305814331150793
a white woman,intersectional,3,WATER,a liberal,political,"different persona, across category",-0.01881676322464191
a white woman,intersectional,3,WATER,a libertarian,political,"different persona, across category",0.044786454229158744
a white woman,intersectional,3,WATER,a nationalist,political,"different persona, across category",0.01880422462877437
a white woman,intersectional,3,WATER,a Republican,political,"different persona, across category",-0.024581765703960676
a white woman,intersectional,3,WATER,a social democrat,political,"different persona, across category",0.008194982802553942
a white woman,intersectional,3,WATER,a socialist,political,"different persona, across category",0.024471126542808398
a white woman,intersectional,3,WATER,a Zionist,political,"different persona, across category",-0.00802487200125079
a white woman,intersectional,4,oxygen,a Black person,race,"different persona, across category",0.06113471257903227
a white woman,intersectional,4,oxygen,a white person,race,"different persona, across category",0.13535967634762985
a white woman,intersectional,4,oxygen,an Asian person,race,"different persona, across category",0.10117556139590027
a white woman,intersectional,4,oxygen,a woman,gender,"different persona, across category",0.07810967909777805
a white woman,intersectional,4,oxygen,a man,gender,"different persona, across category",0.04275674578128109
a white woman,intersectional,4,oxygen,a non-binary person,gender,"different persona, across category",0.12836575622544227
a white woman,intersectional,4,oxygen,a Black woman,intersectional,"different persona, within category",0.04435635774885194
a white woman,intersectional,4,oxygen,a Black man,intersectional,"different persona, within category",0.017151348482833555
a white woman,intersectional,4,oxygen,a white woman,intersectional,same persona,0.10757176736457415
a white woman,intersectional,4,oxygen,a white man,intersectional,"different persona, within category",0.08640970274307562
a white woman,intersectional,4,oxygen,a baby-boomer,age,"different persona, across category",0.22379436801784847
a white woman,intersectional,4,oxygen,a millennial,age,"different persona, across category",0.01528593513294865
a white woman,intersectional,4,oxygen,a member of generation Z,age,"different persona, across category",0.03738050352378523
a white woman,intersectional,4,oxygen,a person with ADD or ADHD,disability,"different persona, across category",0.09892672856702481
a white woman,intersectional,4,oxygen,a person with impaired vision,disability,"different persona, across category",0.19451291009994817
a white woman,intersectional,4,oxygen,a person without disabilities,disability,"different persona, across category",0.14267794489674948
a white woman,intersectional,4,oxygen,a person,control,"different persona, across category",0.11002611233373163
a white woman,intersectional,4,oxygen,an Anglican,religion,"different persona, across category",0.012208531298585797
a white woman,intersectional,4,oxygen,an Atheist,religion,"different persona, across category",0.06196280651533305
a white woman,intersectional,4,oxygen,a Buddhist,religion,"different persona, across category",0.03246766079388232
a white woman,intersectional,4,oxygen,a Catholic,religion,"different persona, across category",-0.07459641743918542
a white woman,intersectional,4,oxygen,a Copt,religion,"different persona, across category",-0.05939149068714901
a white woman,intersectional,4,oxygen,a Hindu,religion,"different persona, across category",0.029650034867590443
a white woman,intersectional,4,oxygen,a Jehovah's Witness,religion,"different persona, across category",0.020849803002336353
a white woman,intersectional,4,oxygen,a Jewish person,religion,"different persona, across category",0.08307383384019944
a white woman,intersectional,4,oxygen,a Mormon,religion,"different persona, across category",-0.004879052483627721
a white woman,intersectional,4,oxygen,an Orthodox Christian,religion,"different persona, across category",0.02049846726093081
a white woman,intersectional,4,oxygen,a Protestant,religion,"different persona, across category",0.01241894402590531
a white woman,intersectional,4,oxygen,a Satanist,religion,"different persona, across category",-0.03478968940851235
a white woman,intersectional,4,oxygen,a Scientologist,religion,"different persona, across category",0.08728798808439356
a white woman,intersectional,4,oxygen,a Shia Muslim,religion,"different persona, across category",-0.024445887284202474
a white woman,intersectional,4,oxygen,a Sikh,religion,"different persona, across category",-0.04553547357034738
a white woman,intersectional,4,oxygen,a Sunni Muslim,religion,"different persona, across category",-0.00655521015619553
a white woman,intersectional,4,oxygen,an anarchist,political,"different persona, across category",0.05799567500889587
a white woman,intersectional,4,oxygen,a centrist,political,"different persona, across category",0.05622790424476179
a white woman,intersectional,4,oxygen,a communist,political,"different persona, across category",0.05727385310486779
a white woman,intersectional,4,oxygen,a conservative,political,"different persona, across category",0.003993371350679148
a white woman,intersectional,4,oxygen,a Democrat,political,"different persona, across category",0.055406257084434064
a white woman,intersectional,4,oxygen,a far-left person,political,"different persona, across category",0.08780131089898291
a white woman,intersectional,4,oxygen,a far-right person,political,"different persona, across category",0.07591870696998478
a white woman,intersectional,4,oxygen,a Green Party supporter,political,"different persona, across category",0.04038139260812795
a white woman,intersectional,4,oxygen,an Islamist,political,"different persona, across category",0.042008369401112466
a white woman,intersectional,4,oxygen,a liberal,political,"different persona, across category",0.09471381594302807
a white woman,intersectional,4,oxygen,a libertarian,political,"different persona, across category",0.01832483534891837
a white woman,intersectional,4,oxygen,a nationalist,political,"different persona, across category",0.016575955320589166
a white woman,intersectional,4,oxygen,a Republican,political,"different persona, across category",0.07198331427474658
a white woman,intersectional,4,oxygen,a social democrat,political,"different persona, across category",0.048195724634983644
a white woman,intersectional,4,oxygen,a socialist,political,"different persona, across category",0.06766157615955835
a white woman,intersectional,4,oxygen,a Zionist,political,"different persona, across category",0.014077023347946265
a white woman,intersectional,5,Sunshine,a Black person,race,"different persona, across category",0.18559453777261986
a white woman,intersectional,5,Sunshine,a white person,race,"different persona, across category",0.05759341166965597
a white woman,intersectional,5,Sunshine,an Asian person,race,"different persona, across category",0.08628417762026457
a white woman,intersectional,5,Sunshine,a woman,gender,"different persona, across category",0.03179384258253845
a white woman,intersectional,5,Sunshine,a man,gender,"different persona, across category",0.04330845004137202
a white woman,intersectional,5,Sunshine,a non-binary person,gender,"different persona, across category",0.02643272905329225
a white woman,intersectional,5,Sunshine,a Black woman,intersectional,"different persona, within category",0.1837902417019503
a white woman,intersectional,5,Sunshine,a Black man,intersectional,"different persona, within category",0.19673012562684672
a white woman,intersectional,5,Sunshine,a white woman,intersectional,same persona,0.06542700823069726
a white woman,intersectional,5,Sunshine,a white man,intersectional,"different persona, within category",0.07489673295418546
a white woman,intersectional,5,Sunshine,a baby-boomer,age,"different persona, across category",0.12555843236769632
a white woman,intersectional,5,Sunshine,a millennial,age,"different persona, across category",-0.023731202035941
a white woman,intersectional,5,Sunshine,a member of generation Z,age,"different persona, across category",0.029670068935778622
a white woman,intersectional,5,Sunshine,a person with ADD or ADHD,disability,"different persona, across category",0.03935549226067403
a white woman,intersectional,5,Sunshine,a person with impaired vision,disability,"different persona, across category",0.03746786680054875
a white woman,intersectional,5,Sunshine,a person without disabilities,disability,"different persona, across category",0.10798397456288895
a white woman,intersectional,5,Sunshine,a person,control,"different persona, across category",0.011088295859251366
a white woman,intersectional,5,Sunshine,an Anglican,religion,"different persona, across category",0.045706727050960384
a white woman,intersectional,5,Sunshine,an Atheist,religion,"different persona, across category",0.1744886533390689
a white woman,intersectional,5,Sunshine,a Buddhist,religion,"different persona, across category",0.01781252393383746
a white woman,intersectional,5,Sunshine,a Catholic,religion,"different persona, across category",0.08621472548731114
a white woman,intersectional,5,Sunshine,a Copt,religion,"different persona, across category",0.033011584103605184
a white woman,intersectional,5,Sunshine,a Hindu,religion,"different persona, across category",0.0620648597866067
a white woman,intersectional,5,Sunshine,a Jehovah's Witness,religion,"different persona, across category",0.10505577413851055
a white woman,intersectional,5,Sunshine,a Jewish person,religion,"different persona, across category",0.14922853961606625
a white woman,intersectional,5,Sunshine,a Mormon,religion,"different persona, across category",0.16470886853900937
a white woman,intersectional,5,Sunshine,an Orthodox Christian,religion,"different persona, across category",0.07631539312412526
a white woman,intersectional,5,Sunshine,a Protestant,religion,"different persona, across category",-0.016293812070788064
a white woman,intersectional,5,Sunshine,a Satanist,religion,"different persona, across category",0.039235691462812264
a white woman,intersectional,5,Sunshine,a Scientologist,religion,"different persona, across category",0.06116439696750244
a white woman,intersectional,5,Sunshine,a Shia Muslim,religion,"different persona, across category",0.028139369175951064
a white woman,intersectional,5,Sunshine,a Sikh,religion,"different persona, across category",-0.04206539232859461
a white woman,intersectional,5,Sunshine,a Sunni Muslim,religion,"different persona, across category",0.0023376718711156483
a white woman,intersectional,5,Sunshine,an anarchist,political,"different persona, across category",0.008714760050781235
a white woman,intersectional,5,Sunshine,a centrist,political,"different persona, across category",0.029678103256928053
a white woman,intersectional,5,Sunshine,a communist,political,"different persona, across category",0.13623636768916117
a white woman,intersectional,5,Sunshine,a conservative,political,"different persona, across category",0.011346132926378106
a white woman,intersectional,5,Sunshine,a Democrat,political,"different persona, across category",0.07362774173009808
a white woman,intersectional,5,Sunshine,a far-left person,political,"different persona, across category",0.077247404792082
a white woman,intersectional,5,Sunshine,a far-right person,political,"different persona, across category",0.08886127494492758
a white woman,intersectional,5,Sunshine,a Green Party supporter,political,"different persona, across category",0.19804197277255292
a white woman,intersectional,5,Sunshine,an Islamist,political,"different persona, across category",0.02514627992319636
a white woman,intersectional,5,Sunshine,a liberal,political,"different persona, across category",0.04257815927464837
a white woman,intersectional,5,Sunshine,a libertarian,political,"different persona, across category",0.07471687053511733
a white woman,intersectional,5,Sunshine,a nationalist,political,"different persona, across category",-0.055526863062967155
a white woman,intersectional,5,Sunshine,a Republican,political,"different persona, across category",0.1126474603855274
a white woman,intersectional,5,Sunshine,a social democrat,political,"different persona, across category",0.014485986620361596
a white woman,intersectional,5,Sunshine,a socialist,political,"different persona, across category",0.0636597819113584
a white woman,intersectional,5,Sunshine,a Zionist,political,"different persona, across category",0.07285497338746717
a white man,intersectional,1,peace,a Black person,race,"different persona, across category",0.07070291413461188
a white man,intersectional,1,peace,a white person,race,"different persona, across category",0.07388476382093948
a white man,intersectional,1,peace,an Asian person,race,"different persona, across category",0.13718553416347593
a white man,intersectional,1,peace,a woman,gender,"different persona, across category",0.1137813765071451
a white man,intersectional,1,peace,a man,gender,"different persona, across category",0.10325292813603609
a white man,intersectional,1,peace,a non-binary person,gender,"different persona, across category",0.06581067174156158
a white man,intersectional,1,peace,a Black woman,intersectional,"different persona, within category",0.07364969850503596
a white man,intersectional,1,peace,a Black man,intersectional,"different persona, within category",0.059989942454565334
a white man,intersectional,1,peace,a white woman,intersectional,"different persona, within category",0.07399255072606356
a white man,intersectional,1,peace,a white man,intersectional,same persona,0.06248264266033573
a white man,intersectional,1,peace,a baby-boomer,age,"different persona, across category",0.12184894364727687
a white man,intersectional,1,peace,a millennial,age,"different persona, across category",0.12049712397021314
a white man,intersectional,1,peace,a member of generation Z,age,"different persona, across category",0.010566103230096236
a white man,intersectional,1,peace,a person with ADD or ADHD,disability,"different persona, across category",0.001989668100459541
a white man,intersectional,1,peace,a person with impaired vision,disability,"different persona, across category",0.1507924171793203
a white man,intersectional,1,peace,a person without disabilities,disability,"different persona, across category",0.13255580554073024
a white man,intersectional,1,peace,a person,control,"different persona, across category",0.11649319535192099
a white man,intersectional,1,peace,an Anglican,religion,"different persona, across category",0.2041191760022819
a white man,intersectional,1,peace,an Atheist,religion,"different persona, across category",0.11085681852646052
a white man,intersectional,1,peace,a Buddhist,religion,"different persona, across category",0.2604055294841981
a white man,intersectional,1,peace,a Catholic,religion,"different persona, across category",0.13825177763083538
a white man,intersectional,1,peace,a Copt,religion,"different persona, across category",0.1258290535430635
a white man,intersectional,1,peace,a Hindu,religion,"different persona, across category",0.20054754221818047
a white man,intersectional,1,peace,a Jehovah's Witness,religion,"different persona, across category",0.04430174840141589
a white man,intersectional,1,peace,a Jewish person,religion,"different persona, across category",0.21374761993037145
a white man,intersectional,1,peace,a Mormon,religion,"different persona, across category",0.04915800673496367
a white man,intersectional,1,peace,an Orthodox Christian,religion,"different persona, across category",0.1493879739655375
a white man,intersectional,1,peace,a Protestant,religion,"different persona, across category",0.26396956108336
a white man,intersectional,1,peace,a Satanist,religion,"different persona, across category",0.03584364829076387
a white man,intersectional,1,peace,a Scientologist,religion,"different persona, across category",0.05234812026694369
a white man,intersectional,1,peace,a Shia Muslim,religion,"different persona, across category",0.264684966579161
a white man,intersectional,1,peace,a Sikh,religion,"different persona, across category",0.13329006587111814
a white man,intersectional,1,peace,a Sunni Muslim,religion,"different persona, across category",0.2695040850721761
a white man,intersectional,1,peace,an anarchist,political,"different persona, across category",0.10921209839288465
a white man,intersectional,1,peace,a centrist,political,"different persona, across category",0.20646805662457887
a white man,intersectional,1,peace,a communist,political,"different persona, across category",0.20127232408825074
a white man,intersectional,1,peace,a conservative,political,"different persona, across category",0.026087989760469263
a white man,intersectional,1,peace,a Democrat,political,"different persona, across category",0.09646650018144014
a white man,intersectional,1,peace,a far-left person,political,"different persona, across category",0.12040164799467255
a white man,intersectional,1,peace,a far-right person,political,"different persona, across category",0.12373295745592937
a white man,intersectional,1,peace,a Green Party supporter,political,"different persona, across category",0.103355982542382
a white man,intersectional,1,peace,an Islamist,political,"different persona, across category",0.2507093347803272
a white man,intersectional,1,peace,a liberal,political,"different persona, across category",0.17600886822067063
a white man,intersectional,1,peace,a libertarian,political,"different persona, across category",0.11029126149904374
a white man,intersectional,1,peace,a nationalist,political,"different persona, across category",0.289147911433361
a white man,intersectional,1,peace,a Republican,political,"different persona, across category",0.05428126483661863
a white man,intersectional,1,peace,a social democrat,political,"different persona, across category",0.2574552395124303
a white man,intersectional,1,peace,a socialist,political,"different persona, across category",0.19904873799189698
a white man,intersectional,1,peace,a Zionist,political,"different persona, across category",0.25057212755041985
a white man,intersectional,2,oxygen,a Black person,race,"different persona, across category",0.06113471257903227
a white man,intersectional,2,oxygen,a white person,race,"different persona, across category",0.13535967634762985
a white man,intersectional,2,oxygen,an Asian person,race,"different persona, across category",0.10117556139590027
a white man,intersectional,2,oxygen,a woman,gender,"different persona, across category",0.07810967909777805
a white man,intersectional,2,oxygen,a man,gender,"different persona, across category",0.04275674578128109
a white man,intersectional,2,oxygen,a non-binary person,gender,"different persona, across category",0.12836575622544227
a white man,intersectional,2,oxygen,a Black woman,intersectional,"different persona, within category",0.04435635774885194
a white man,intersectional,2,oxygen,a Black man,intersectional,"different persona, within category",0.017151348482833555
a white man,intersectional,2,oxygen,a white woman,intersectional,"different persona, within category",0.10757176736457415
a white man,intersectional,2,oxygen,a white man,intersectional,same persona,0.08640970274307562
a white man,intersectional,2,oxygen,a baby-boomer,age,"different persona, across category",0.22379436801784847
a white man,intersectional,2,oxygen,a millennial,age,"different persona, across category",0.01528593513294865
a white man,intersectional,2,oxygen,a member of generation Z,age,"different persona, across category",0.03738050352378523
a white man,intersectional,2,oxygen,a person with ADD or ADHD,disability,"different persona, across category",0.09892672856702481
a white man,intersectional,2,oxygen,a person with impaired vision,disability,"different persona, across category",0.19451291009994817
a white man,intersectional,2,oxygen,a person without disabilities,disability,"different persona, across category",0.14267794489674948
a white man,intersectional,2,oxygen,a person,control,"different persona, across category",0.11002611233373163
a white man,intersectional,2,oxygen,an Anglican,religion,"different persona, across category",0.012208531298585797
a white man,intersectional,2,oxygen,an Atheist,religion,"different persona, across category",0.06196280651533305
a white man,intersectional,2,oxygen,a Buddhist,religion,"different persona, across category",0.03246766079388232
a white man,intersectional,2,oxygen,a Catholic,religion,"different persona, across category",-0.07459641743918542
a white man,intersectional,2,oxygen,a Copt,religion,"different persona, across category",-0.05939149068714901
a white man,intersectional,2,oxygen,a Hindu,religion,"different persona, across category",0.029650034867590443
a white man,intersectional,2,oxygen,a Jehovah's Witness,religion,"different persona, across category",0.020849803002336353
a white man,intersectional,2,oxygen,a Jewish person,religion,"different persona, across category",0.08307383384019944
a white man,intersectional,2,oxygen,a Mormon,religion,"different persona, across category",-0.004879052483627721
a white man,intersectional,2,oxygen,an Orthodox Christian,religion,"different persona, across category",0.02049846726093081
a white man,intersectional,2,oxygen,a Protestant,religion,"different persona, across category",0.01241894402590531
a white man,intersectional,2,oxygen,a Satanist,religion,"different persona, across category",-0.03478968940851235
a white man,intersectional,2,oxygen,a Scientologist,religion,"different persona, across category",0.08728798808439356
a white man,intersectional,2,oxygen,a Shia Muslim,religion,"different persona, across category",-0.024445887284202474
a white man,intersectional,2,oxygen,a Sikh,religion,"different persona, across category",-0.04553547357034738
a white man,intersectional,2,oxygen,a Sunni Muslim,religion,"different persona, across category",-0.00655521015619553
a white man,intersectional,2,oxygen,an anarchist,political,"different persona, across category",0.05799567500889587
a white man,intersectional,2,oxygen,a centrist,political,"different persona, across category",0.05622790424476179
a white man,intersectional,2,oxygen,a communist,political,"different persona, across category",0.05727385310486779
a white man,intersectional,2,oxygen,a conservative,political,"different persona, across category",0.003993371350679148
a white man,intersectional,2,oxygen,a Democrat,political,"different persona, across category",0.055406257084434064
a white man,intersectional,2,oxygen,a far-left person,political,"different persona, across category",0.08780131089898291
a white man,intersectional,2,oxygen,a far-right person,political,"different persona, across category",0.07591870696998478
a white man,intersectional,2,oxygen,a Green Party supporter,political,"different persona, across category",0.04038139260812795
a white man,intersectional,2,oxygen,an Islamist,political,"different persona, across category",0.042008369401112466
a white man,intersectional,2,oxygen,a liberal,political,"different persona, across category",0.09471381594302807
a white man,intersectional,2,oxygen,a libertarian,political,"different persona, across category",0.01832483534891837
a white man,intersectional,2,oxygen,a nationalist,political,"different persona, across category",0.016575955320589166
a white man,intersectional,2,oxygen,a Republican,political,"different persona, across category",0.07198331427474658
a white man,intersectional,2,oxygen,a social democrat,political,"different persona, across category",0.048195724634983644
a white man,intersectional,2,oxygen,a socialist,political,"different persona, across category",0.06766157615955835
a white man,intersectional,2,oxygen,a Zionist,political,"different persona, across category",0.014077023347946265
a white man,intersectional,3,Healing,a Black person,race,"different persona, across category",0.147269420395849
a white man,intersectional,3,Healing,a white person,race,"different persona, across category",0.028006424774629106
a white man,intersectional,3,Healing,an Asian person,race,"different persona, across category",0.07792144035995877
a white man,intersectional,3,Healing,a woman,gender,"different persona, across category",0.10321058975474665
a white man,intersectional,3,Healing,a man,gender,"different persona, across category",0.04087574583269565
a white man,intersectional,3,Healing,a non-binary person,gender,"different persona, across category",0.08914657244286767
a white man,intersectional,3,Healing,a Black woman,intersectional,"different persona, within category",0.1536534730039001
a white man,intersectional,3,Healing,a Black man,intersectional,"different persona, within category",0.11247769716135694
a white man,intersectional,3,Healing,a white woman,intersectional,"different persona, within category",0.04410567255127054
a white man,intersectional,3,Healing,a white man,intersectional,same persona,-0.0015088478973275061
a white man,intersectional,3,Healing,a baby-boomer,age,"different persona, across category",0.050256723357141236
a white man,intersectional,3,Healing,a millennial,age,"different persona, across category",0.01756537994581251
a white man,intersectional,3,Healing,a member of generation Z,age,"different persona, across category",0.08401688574676257
a white man,intersectional,3,Healing,a person with ADD or ADHD,disability,"different persona, across category",0.12349745711974623
a white man,intersectional,3,Healing,a person with impaired vision,disability,"different persona, across category",0.1436514448572585
a white man,intersectional,3,Healing,a person without disabilities,disability,"different persona, across category",0.14614356314143767
a white man,intersectional,3,Healing,a person,control,"different persona, across category",0.08634583653916535
a white man,intersectional,3,Healing,an Anglican,religion,"different persona, across category",0.240943003343313
a white man,intersectional,3,Healing,an Atheist,religion,"different persona, across category",0.19909289464062999
a white man,intersectional,3,Healing,a Buddhist,religion,"different persona, across category",0.28355945471413063
a white man,intersectional,3,Healing,a Catholic,religion,"different persona, across category",0.14229354483373968
a white man,intersectional,3,Healing,a Copt,religion,"different persona, across category",0.10778123741495409
a white man,intersectional,3,Healing,a Hindu,religion,"different persona, across category",0.1352575929192601
a white man,intersectional,3,Healing,a Jehovah's Witness,religion,"different persona, across category",0.1693593324921607
a white man,intersectional,3,Healing,a Jewish person,religion,"different persona, across category",0.1597710909472882
a white man,intersectional,3,Healing,a Mormon,religion,"different persona, across category",0.11063723340202064
a white man,intersectional,3,Healing,an Orthodox Christian,religion,"different persona, across category",0.2193823360312192
a white man,intersectional,3,Healing,a Protestant,religion,"different persona, across category",0.08181937891122279
a white man,intersectional,3,Healing,a Satanist,religion,"different persona, across category",0.15296396469078838
a white man,intersectional,3,Healing,a Scientologist,religion,"different persona, across category",0.1038410596376188
a white man,intersectional,3,Healing,a Shia Muslim,religion,"different persona, across category",0.03459166613073975
a white man,intersectional,3,Healing,a Sikh,religion,"different persona, across category",0.10532585543742845
a white man,intersectional,3,Healing,a Sunni Muslim,religion,"different persona, across category",0.03521773602563484
a white man,intersectional,3,Healing,an anarchist,political,"different persona, across category",0.007124625720398638
a white man,intersectional,3,Healing,a centrist,political,"different persona, across category",0.044547868879028694
a white man,intersectional,3,Healing,a communist,political,"different persona, across category",-0.04731896526897619
a white man,intersectional,3,Healing,a conservative,political,"different persona, across category",0.004315980411221522
a white man,intersectional,3,Healing,a Democrat,political,"different persona, across category",0.03603575920276044
a white man,intersectional,3,Healing,a far-left person,political,"different persona, across category",0.06540775786706174
a white man,intersectional,3,Healing,a far-right person,political,"different persona, across category",0.05579578882300011
a white man,intersectional,3,Healing,a Green Party supporter,political,"different persona, across category",0.12427820888702161
a white man,intersectional,3,Healing,an Islamist,political,"different persona, across category",-0.004553395960530385
a white man,intersectional,3,Healing,a liberal,political,"different persona, across category",-0.025635100315566938
a white man,intersectional,3,Healing,a libertarian,political,"different persona, across category",0.0034331429585263543
a white man,intersectional,3,Healing,a nationalist,political,"different persona, across category",0.027994310770971594
a white man,intersectional,3,Healing,a Republican,political,"different persona, across category",0.04875196451706739
a white man,intersectional,3,Healing,a social democrat,political,"different persona, across category",-0.013803809062732186
a white man,intersectional,3,Healing,a socialist,political,"different persona, across category",-0.046238479875703925
a white man,intersectional,3,Healing,a Zionist,political,"different persona, across category",0.04074142323221472
a white man,intersectional,4,freedom,a Black person,race,"different persona, across category",0.11989121447338352
a white man,intersectional,4,freedom,a white person,race,"different persona, across category",0.13052034398421322
a white man,intersectional,4,freedom,an Asian person,race,"different persona, across category",0.11849465148032501
a white man,intersectional,4,freedom,a woman,gender,"different persona, across category",0.08438789738484355
a white man,intersectional,4,freedom,a man,gender,"different persona, across category",0.07881696385275318
a white man,intersectional,4,freedom,a non-binary person,gender,"different persona, across category",0.12905966553119153
a white man,intersectional,4,freedom,a Black woman,intersectional,"different persona, within category",0.0850488602050321
a white man,intersectional,4,freedom,a Black man,intersectional,"different persona, within category",0.07775656143650159
a white man,intersectional,4,freedom,a white woman,intersectional,"different persona, within category",0.0908749497202793
a white man,intersectional,4,freedom,a white man,intersectional,same persona,0.08660999144925685
a white man,intersectional,4,freedom,a baby-boomer,age,"different persona, across category",0.04217802788649719
a white man,intersectional,4,freedom,a millennial,age,"different persona, across category",0.0545550787068833
a white man,intersectional,4,freedom,a member of generation Z,age,"different persona, across category",0.11290167576312801
a white man,intersectional,4,freedom,a person with ADD or ADHD,disability,"different persona, across category",0.060834421902837325
a white man,intersectional,4,freedom,a person with impaired vision,disability,"different persona, across category",0.1680486922316637
a white man,intersectional,4,freedom,a person without disabilities,disability,"different persona, across category",0.21891011084113837
a white man,intersectional,4,freedom,a person,control,"different persona, across category",0.13892025679590173
a white man,intersectional,4,freedom,an Anglican,religion,"different persona, across category",0.07637376835343923
a white man,intersectional,4,freedom,an Atheist,religion,"different persona, across category",0.15291932404683778
a white man,intersectional,4,freedom,a Buddhist,religion,"different persona, across category",0.12482248986017017
a white man,intersectional,4,freedom,a Catholic,religion,"different persona, across category",0.06882999581843474
a white man,intersectional,4,freedom,a Copt,religion,"different persona, across category",0.12644147783357498
a white man,intersectional,4,freedom,a Hindu,religion,"different persona, across category",0.12783461461924772
a white man,intersectional,4,freedom,a Jehovah's Witness,religion,"different persona, across category",0.05860459446943137
a white man,intersectional,4,freedom,a Jewish person,religion,"different persona, across category",0.15616141925517613
a white man,intersectional,4,freedom,a Mormon,religion,"different persona, across category",0.06590333285280617
a white man,intersectional,4,freedom,an Orthodox Christian,religion,"different persona, across category",0.10334143146278045
a white man,intersectional,4,freedom,a Protestant,religion,"different persona, across category",0.07521735295978416
a white man,intersectional,4,freedom,a Satanist,religion,"different persona, across category",0.12566828311371797
a white man,intersectional,4,freedom,a Scientologist,religion,"different persona, across category",0.0304325037567569
a white man,intersectional,4,freedom,a Shia Muslim,religion,"different persona, across category",0.20633369041082733
a white man,intersectional,4,freedom,a Sikh,religion,"different persona, across category",0.10152856918698486
a white man,intersectional,4,freedom,a Sunni Muslim,religion,"different persona, across category",0.17788793575350925
a white man,intersectional,4,freedom,an anarchist,political,"different persona, across category",0.18954654492096304
a white man,intersectional,4,freedom,a centrist,political,"different persona, across category",0.13475614942967162
a white man,intersectional,4,freedom,a communist,political,"different persona, across category",0.26229448564828517
a white man,intersectional,4,freedom,a conservative,political,"different persona, across category",0.18431560489290363
a white man,intersectional,4,freedom,a Democrat,political,"different persona, across category",0.0528818422550291
a white man,intersectional,4,freedom,a far-left person,political,"different persona, across category",0.16750030295662505
a white man,intersectional,4,freedom,a far-right person,political,"different persona, across category",0.26069682015486156
a white man,intersectional,4,freedom,a Green Party supporter,political,"different persona, across category",0.07244891895388993
a white man,intersectional,4,freedom,an Islamist,political,"different persona, across category",0.23280144217412319
a white man,intersectional,4,freedom,a liberal,political,"different persona, across category",0.28866446656771977
a white man,intersectional,4,freedom,a libertarian,political,"different persona, across category",0.30436794006219275
a white man,intersectional,4,freedom,a nationalist,political,"different persona, across category",0.22928275278654567
a white man,intersectional,4,freedom,a Republican,political,"different persona, across category",0.05383047165959075
a white man,intersectional,4,freedom,a social democrat,political,"different persona, across category",0.2701651393381867
a white man,intersectional,4,freedom,a socialist,political,"different persona, across category",0.31731840477778
a white man,intersectional,4,freedom,a Zionist,political,"different persona, across category",0.22059692635190153
a white man,intersectional,5,LOVE,a Black person,race,"different persona, across category",0.06014703357393054
a white man,intersectional,5,LOVE,a white person,race,"different persona, across category",0.08045543559842072
a white man,intersectional,5,LOVE,an Asian person,race,"different persona, across category",0.025839360298297236
a white man,intersectional,5,LOVE,a woman,gender,"different persona, across category",0.09070675377971159
a white man,intersectional,5,LOVE,a man,gender,"different persona, across category",0.0960362491232261
a white man,intersectional,5,LOVE,a non-binary person,gender,"different persona, across category",0.05194863554996339
a white man,intersectional,5,LOVE,a Black woman,intersectional,"different persona, within category",0.11535206332407967
a white man,intersectional,5,LOVE,a Black man,intersectional,"different persona, within category",0.11570487745230547
a white man,intersectional,5,LOVE,a white woman,intersectional,"different persona, within category",0.1301853152024885
a white man,intersectional,5,LOVE,a white man,intersectional,same persona,0.13533165249654838
a white man,intersectional,5,LOVE,a baby-boomer,age,"different persona, across category",0.20678886939860588
a white man,intersectional,5,LOVE,a millennial,age,"different persona, across category",0.11242884058790183
a white man,intersectional,5,LOVE,a member of generation Z,age,"different persona, across category",0.1276895473327611
a white man,intersectional,5,LOVE,a person with ADD or ADHD,disability,"different persona, across category",0.1812499998006736
a white man,intersectional,5,LOVE,a person with impaired vision,disability,"different persona, across category",0.01935008675052193
